CollectionID,BranchID,Date,TargetAmount,CollectedAmount
COL01000,B004,2024-06-24 0:00:00,4814943,4249608
COL01001,B007,2023-11-12 0:00:00,2935130,3002097
COL01002,B004,2024-01-22 0:00:00,3355781,3271425
COL01003,B001,2025-10-03 0:00:00,3680772,3001491
COL01004,B003,2023-07-06 0:00:00,955708,925234
COL01005,B007,2023-10-05 0:00:00,3116074,2905589
COL01006,B003,2024-05-20 0:00:00,2611073,2427982
COL01007,B006,2025-06-09 0:00:00,1112625,956327
COL01008,B003,2024-09-01 0:00:00,3117034,2701542
COL01009,B005,2024-09-17 0:00:00,2279018,2100125
COL01010,B001,2023-05-27 0:00:00,647599,669656
COL01011,B001,2024-10-13 0:00:00,4515604,4185763
COL01012,B003,2025-07-26 0:00:00,3336487,3323471
COL01013,B008,2025-07-01 0:00:00,2484631,2220241
COL01014,B008,2025-01-03 0:00:00,4349583,4454517
COL01015,B007,2023-03-02 0:00:00,2716098,2871718
COL01016,B006,2023-10-13 0:00:00,4976430,5474836
COL01017,B006,2024-03-16 0:00:00,2614413,2234214
COL01018,B007,2023-05-22 0:00:00,4362694,3278857
COL01019,B008,2023-11-07 0:00:00,706132,751325
COL01020,B006,2025-02-21 0:00:00,1393680,1224317
COL01021,B004,2025-03-30 0:00:00,3062893,2589606
COL01022,B006,2025-11-22 0:00:00,2087423,2096394
COL01023,B004,2023-12-23 0:00:00,2572704,2163666
COL01024,B002,2023-11-23 0:00:00,2266629,2336068
COL01025,B001,2023-08-20 0:00:00,4441282,3419717
COL01026,B002,2023-12-27 0:00:00,1680671,1630006
COL01027,B007,2023-01-10 0:00:00,4359098,4452212
COL01028,B002,2024-05-16 0:00:00,4825494,4851342
COL01029,B008,2023-11-01 0:00:00,627969,607106
COL01030,B006,2024-07-09 0:00:00,637222,590974
COL01031,B004,2023-08-10 0:00:00,3929115,3815682
COL01032,B004,2024-02-29 0:00:00,1192819,1090395
COL01033,B003,2023-03-03 0:00:00,4393863,4473753
COL01034,B003,2025-03-06 0:00:00,2494387,2859519
COL01035,B001,2025-11-16 0:00:00,1629459,1745410
COL01036,B004,2024-12-08 0:00:00,1655592,1522202
COL01037,B001,2023-10-16 0:00:00,3538171,3675563
COL01038,B008,2024-08-24 0:00:00,4186115,4412960
COL01039,B006,2025-01-29 0:00:00,4957868,4569283
COL01040,B005,2025-06-03 0:00:00,865803,766923
COL01041,B007,2023-08-06 0:00:00,3137455,3354410
COL01042,B003,2024-03-27 0:00:00,888608,690229
COL01043,B005,2023-09-21 0:00:00,1380253,1296454
COL01044,B002,2024-01-05 0:00:00,3220871,3177938
COL01045,B007,2023-01-12 0:00:00,2468651,2469993
COL01046,B007,2025-12-21 0:00:00,1150008,1269769
COL01047,B005,2024-02-10 0:00:00,1861688,2069234
COL01048,B003,2023-03-31 0:00:00,3594464,3054770
COL01049,B006,2025-11-23 0:00:00,2882707,2784830
COL01050,B008,2023-10-15 0:00:00,1666946,1378568
COL01051,B006,2024-05-05 0:00:00,4969066,3826493
COL01052,B003,2025-02-05 0:00:00,3478620,3069998
COL01053,B003,2025-08-22 0:00:00,3447952,3395008
COL01054,B004,2023-11-12 0:00:00,836070,833010
COL01055,B006,2025-12-09 0:00:00,890270,672546
COL01056,B008,2025-10-23 0:00:00,4140711,3616539
COL01057,B003,2023-12-20 0:00:00,2908844,2740386
COL01058,B001,2024-05-27 0:00:00,4389555,4278869
COL01059,B005,2025-07-03 0:00:00,2288138,2479991
COL01060,B002,2025-11-12 0:00:00,3190679,2742392
COL01061,B006,2025-03-31 0:00:00,1004106,864655
COL01062,B005,2023-11-20 0:00:00,4906622,4058060
COL01063,B004,2023-01-22 0:00:00,1611225,1464454
COL01064,B002,2024-07-12 0:00:00,911760,817934
COL01065,B004,2024-10-03 0:00:00,4019214,3989145
COL01066,B008,2023-05-11 0:00:00,3581674,4057606
COL01067,B004,2024-03-18 0:00:00,1292287,1402600
COL01068,B007,2024-02-13 0:00:00,928430,1038962
COL01069,B004,2023-05-06 0:00:00,4995656,4320117
COL01070,B007,2025-06-21 0:00:00,4758668,3691642
COL01071,B003,2023-05-30 0:00:00,3935845,4193887
COL01072,B002,2023-02-11 0:00:00,3918001,3810159
COL01073,B008,2023-11-22 0:00:00,1385634,1148726
COL01074,B001,2023-10-17 0:00:00,3861434,3036057
COL01075,B003,2024-10-09 0:00:00,981453,850043
COL01076,B001,2024-07-29 0:00:00,962024,902360
COL01077,B007,2025-03-26 0:00:00,4934198,4530905
COL01078,B006,2025-10-24 0:00:00,780100,812352
COL01079,B007,2025-03-13 0:00:00,4277417,4478400
COL01080,B005,2025-07-05 0:00:00,2635126,2643279
COL01081,B006,2024-12-15 0:00:00,948821,1038158
COL01082,B001,2024-08-27 0:00:00,1450001,1283635
COL01083,B006,2024-03-30 0:00:00,1219911,1115042
COL01084,B002,2024-07-01 0:00:00,2919428,2430385
COL01085,B002,2023-12-09 0:00:00,4325829,4842179
COL01086,B006,2024-05-05 0:00:00,3929344,4426949
COL01087,B006,2024-08-10 0:00:00,2746203,3053190
COL01088,B001,2023-08-21 0:00:00,3408760,3829864
COL01089,B008,2023-04-18 0:00:00,930554,793164
COL01090,B003,2025-01-31 0:00:00,4716109,4801409
COL01091,B004,2025-05-24 0:00:00,2876353,3076682
COL01092,B002,2024-05-29 0:00:00,1338162,1534127
COL01093,B007,2025-07-18 0:00:00,1250411,1072262
COL01094,B003,2023-08-23 0:00:00,3932750,4295451
COL01095,B007,2025-06-27 0:00:00,2956408,2722335
COL01096,B003,2024-04-05 0:00:00,2674993,2681906
COL01097,B005,2023-03-15 0:00:00,3377314,3813473
COL01098,B003,2025-05-23 0:00:00,3276336,3098092
COL01099,B007,2023-11-28 0:00:00,1414926,1398989
COL01100,B008,2023-01-19 0:00:00,2594489,1965180
COL01101,B004,2023-01-11 0:00:00,4528095,5062101
COL01102,B003,2025-08-05 0:00:00,1691482,1515673
COL01103,B006,2024-10-23 0:00:00,3776771,4051101
COL01104,B005,2025-06-18 0:00:00,1175219,1246018
COL01105,B007,2025-11-12 0:00:00,1773626,1483792
COL01106,B008,2025-01-11 0:00:00,3666933,2769677
COL01107,B008,2025-09-06 0:00:00,511152,409303
COL01108,B005,2023-07-27 0:00:00,1035998,926582
COL01109,B002,2025-10-13 0:00:00,855555,736426
COL01110,B001,2025-04-12 0:00:00,1287868,1114273
COL01111,B008,2024-08-17 0:00:00,2982547,2806220
COL01112,B001,2025-06-23 0:00:00,3050229,2412405
COL01113,B008,2023-01-08 0:00:00,2843914,2463603
COL01114,B002,2025-09-24 0:00:00,650043,524933
COL01115,B002,2023-06-28 0:00:00,3067726,3243404
COL01116,B002,2023-04-08 0:00:00,3946420,3301599
COL01117,B002,2024-05-19 0:00:00,3246910,2563581
COL01118,B005,2025-08-07 0:00:00,3648997,3644124
COL01119,B005,2024-03-21 0:00:00,3872987,4205702
COL01120,B005,2023-09-24 0:00:00,4015387,3671750
COL01121,B005,2023-12-10 0:00:00,2840566,3219344
COL01122,B001,2023-08-15 0:00:00,3326979,2675442
COL01123,B007,2024-03-23 0:00:00,3454774,2967245
COL01124,B007,2024-08-25 0:00:00,1911038,1954740
COL01125,B006,2025-09-08 0:00:00,938028,931355
COL01126,B008,2023-07-20 0:00:00,653267,495988
COL01127,B005,2023-08-11 0:00:00,1442190,1262588
COL01128,B002,2023-06-19 0:00:00,3596225,3825344
COL01129,B007,2024-11-29 0:00:00,2692318,2275038
COL01130,B007,2023-05-18 0:00:00,1947573,1994113
COL01131,B008,2023-05-19 0:00:00,2423851,1901832
COL01132,B002,2023-06-25 0:00:00,3036576,2550833
COL01133,B006,2023-05-18 0:00:00,4271279,4204238
COL01134,B001,2023-10-07 0:00:00,4098633,4524238
COL01135,B006,2025-07-27 0:00:00,2369397,2051624
COL01136,B005,2024-08-29 0:00:00,1702299,1881463
COL01137,B001,2025-01-17 0:00:00,4037584,4148166
COL01138,B006,2024-01-23 0:00:00,3428387,3073564
COL01139,B001,2024-02-13 0:00:00,740411,818191
COL01140,B003,2024-07-30 0:00:00,1747812,1671227
COL01141,B006,2024-04-13 0:00:00,3888839,3298140
COL01142,B008,2025-02-05 0:00:00,1118011,1156588
COL01143,B007,2023-09-22 0:00:00,2662521,2230314
COL01144,B003,2023-12-24 0:00:00,669657,519153
COL01145,B008,2025-02-03 0:00:00,2013722,2279548
COL01146,B006,2023-03-06 0:00:00,3063637,2429923
COL01147,B007,2024-05-19 0:00:00,4438666,3962416
COL01148,B003,2025-07-22 0:00:00,3803210,3667289
COL01149,B004,2024-01-01 0:00:00,2837021,2708000
COL01150,B005,2024-06-29 0:00:00,2340403,2488797
COL01151,B004,2023-09-13 0:00:00,4904003,5487526
COL01152,B003,2025-05-24 0:00:00,4665265,5353555
COL01153,B002,2025-12-25 0:00:00,4878140,3729980
COL01154,B002,2024-12-29 0:00:00,3871850,4034501
COL01155,B004,2025-08-11 0:00:00,4591227,4349246
COL01156,B002,2023-10-11 0:00:00,3358511,3395229
COL01157,B003,2025-07-29 0:00:00,4854643,5198129
COL01158,B003,2024-03-26 0:00:00,1985049,1852616
COL01159,B006,2024-08-17 0:00:00,4016906,3207378
COL01160,B006,2025-08-12 0:00:00,1666007,1552464
COL01161,B005,2023-03-27 0:00:00,4466845,3774065
COL01162,B008,2023-12-08 0:00:00,2626990,2996204
COL01163,B003,2023-03-09 0:00:00,3828173,4208619
COL01164,B005,2025-12-01 0:00:00,4629422,4533978
COL01165,B003,2023-05-01 0:00:00,4925708,4342154
COL01166,B006,2023-12-15 0:00:00,819900,665409
COL01167,B006,2025-04-05 0:00:00,2365111,2687850
COL01168,B003,2023-10-10 0:00:00,3199476,2647103
COL01169,B002,2025-12-03 0:00:00,3114600,3252899
COL01170,B003,2025-09-04 0:00:00,4093440,3684123
COL01171,B007,2025-11-08 0:00:00,2638248,2920802
COL01172,B001,2024-09-04 0:00:00,1386028,1454895
COL01173,B005,2023-12-02 0:00:00,4917527,3801768
COL01174,B002,2025-08-20 0:00:00,3019588,2772338
COL01175,B008,2024-03-28 0:00:00,3604121,3312810
COL01176,B001,2025-04-11 0:00:00,3395969,2844374
COL01177,B007,2024-03-21 0:00:00,1647728,1693071
COL01178,B003,2023-12-26 0:00:00,4885100,3687947
COL01179,B006,2025-02-21 0:00:00,2555156,2661943
COL01180,B006,2023-02-26 0:00:00,2243063,2111369
COL01181,B006,2025-01-11 0:00:00,1269106,1415216
COL01182,B008,2025-09-17 0:00:00,3607561,3961605
COL01183,B005,2024-12-15 0:00:00,1824984,1884658
COL01184,B008,2023-06-02 0:00:00,4504602,4696529
COL01185,B007,2023-10-16 0:00:00,3458476,2951963
COL01186,B006,2025-04-19 0:00:00,3516983,3419603
COL01187,B004,2024-06-28 0:00:00,4338340,4889760
COL01188,B003,2023-03-31 0:00:00,2673552,2352619
COL01189,B005,2025-08-23 0:00:00,2282037,2148322
COL01190,B008,2025-05-28 0:00:00,2676911,2983803
COL01191,B007,2023-03-31 0:00:00,622051,694330
COL01192,B007,2023-09-18 0:00:00,2629534,2036155
COL01193,B008,2025-06-21 0:00:00,1348476,1200369
COL01194,B004,2025-01-02 0:00:00,3352576,3704169
COL01195,B007,2023-01-21 0:00:00,1333784,1174400
COL01196,B004,2025-12-25 0:00:00,4384760,4131247
COL01197,B006,2023-02-18 0:00:00,4944143,3945843
COL01198,B005,2024-12-18 0:00:00,546777,604522
COL01199,B005,2024-01-03 0:00:00,1977472,1650162
COL01200,B003,2024-03-02 0:00:00,3359920,3823855
COL01201,B001,2023-05-27 0:00:00,3861310,3593261
COL01202,B001,2023-02-28 0:00:00,790388,678533
COL01203,B006,2025-02-08 0:00:00,4361234,3617934
COL01204,B008,2025-11-29 0:00:00,4511315,3584716
COL01205,B004,2025-09-20 0:00:00,2607194,2083121
COL01206,B006,2024-04-12 0:00:00,3278667,3324905
COL01207,B002,2023-01-15 0:00:00,723594,687781
COL01208,B006,2023-02-21 0:00:00,2159205,1658762
COL01209,B006,2025-10-12 0:00:00,2096020,1880473
COL01210,B001,2025-06-23 0:00:00,3226777,3189842
COL01211,B008,2023-12-05 0:00:00,1402487,1302863
COL01212,B006,2024-09-21 0:00:00,3963160,3819170
COL01213,B001,2025-05-29 0:00:00,713901,755914
COL01214,B001,2024-06-28 0:00:00,2716805,2154003
COL01215,B006,2024-07-06 0:00:00,1653799,1762842
COL01216,B005,2023-01-08 0:00:00,2981524,2554337
COL01217,B008,2023-04-28 0:00:00,1823096,1777359
COL01218,B005,2025-06-10 0:00:00,3301507,3347754
COL01219,B008,2024-01-30 0:00:00,3323547,3646465
COL01220,B007,2025-11-09 0:00:00,1321319,1476245
COL01221,B004,2025-05-03 0:00:00,1764011,1577473
COL01222,B003,2025-07-07 0:00:00,1027928,780705
COL01223,B001,2025-03-21 0:00:00,3676252,3685872
COL01224,B001,2025-04-22 0:00:00,2969423,2245270
COL01225,B008,2023-01-29 0:00:00,3224984,3507445
COL01226,B007,2024-08-21 0:00:00,4275409,3387028
COL01227,B002,2023-01-21 0:00:00,2268563,2512007
COL01228,B006,2024-09-23 0:00:00,3889622,3882941
COL01229,B002,2023-01-10 0:00:00,1039038,986820
COL01230,B003,2024-11-10 0:00:00,3897796,3956574
COL01231,B003,2025-07-26 0:00:00,4602590,4852877
COL01232,B003,2023-08-04 0:00:00,2637051,2209445
COL01233,B005,2025-08-25 0:00:00,3497858,3762882
COL01234,B007,2023-04-27 0:00:00,3431129,3905301
COL01235,B005,2023-10-25 0:00:00,806895,874569
COL01236,B002,2023-05-07 0:00:00,4162716,4297481
COL01237,B004,2024-10-06 0:00:00,1848812,1432414
COL01238,B003,2023-04-03 0:00:00,1890717,1899110
COL01239,B006,2023-09-13 0:00:00,2741306,2617031
COL01240,B008,2025-10-06 0:00:00,2240992,1840823
COL01241,B004,2023-07-25 0:00:00,3314186,3532683
COL01242,B008,2025-10-03 0:00:00,2426888,2053645
COL01243,B002,2024-09-21 0:00:00,1673583,1758145
COL01244,B005,2023-03-18 0:00:00,3325644,3417312
COL01245,B002,2024-07-22 0:00:00,1932195,2194226
COL01246,B007,2023-08-28 0:00:00,1595401,1223735
COL01247,B004,2025-04-27 0:00:00,1050476,977337
COL01248,B008,2023-02-07 0:00:00,664461,693001
COL01249,B001,2025-07-07 0:00:00,3425617,3774776
COL01250,B006,2024-06-12 0:00:00,2526930,2002570
COL01251,B007,2025-11-03 0:00:00,3378637,3417119
COL01252,B005,2023-04-23 0:00:00,1950597,1701026
COL01253,B005,2025-12-28 0:00:00,505095,533051
COL01254,B005,2023-03-15 0:00:00,1777044,1632350
COL01255,B005,2025-03-31 0:00:00,4483790,3641547
COL01256,B004,2023-12-16 0:00:00,3794951,3939616
COL01257,B004,2024-02-13 0:00:00,2761183,2189687
COL01258,B007,2025-02-01 0:00:00,3769906,3101334
COL01259,B001,2023-10-14 0:00:00,836627,788064
COL01260,B003,2023-08-31 0:00:00,4439818,4847108
COL01261,B007,2024-06-18 0:00:00,1390848,1495830
COL01262,B004,2025-06-14 0:00:00,3535415,3622735
COL01263,B003,2023-10-25 0:00:00,3404339,3246060
COL01264,B002,2023-02-15 0:00:00,2485869,2092206
COL01265,B003,2023-06-02 0:00:00,1793312,1694951
COL01266,B003,2024-04-15 0:00:00,916530,786106
COL01267,B002,2025-02-08 0:00:00,1774240,1645442
COL01268,B002,2025-07-13 0:00:00,3456241,2915885
COL01269,B004,2025-10-18 0:00:00,4508542,5069489
COL01270,B007,2024-03-30 0:00:00,4165914,3195917
COL01271,B001,2025-09-05 0:00:00,3655023,3357903
COL01272,B008,2023-04-27 0:00:00,2604908,2650339
COL01273,B001,2023-10-17 0:00:00,4257602,4541381
COL01274,B007,2025-03-20 0:00:00,3593829,3396026
COL01275,B003,2024-01-01 0:00:00,1480846,1273441
COL01276,B006,2023-02-09 0:00:00,3130387,2547689
COL01277,B008,2024-11-10 0:00:00,3574446,3986412
COL01278,B006,2025-04-05 0:00:00,4582322,5210485
COL01279,B005,2025-12-02 0:00:00,1016153,1153886
COL01280,B003,2025-04-14 0:00:00,585064,652409
COL01281,B008,2023-03-16 0:00:00,4308712,4808635
COL01282,B005,2023-06-19 0:00:00,4973097,4141518
COL01283,B004,2025-05-28 0:00:00,1844960,2114718
COL01284,B007,2023-11-10 0:00:00,4492660,3384638
COL01285,B001,2024-01-25 0:00:00,659473,551868
COL01286,B005,2024-12-15 0:00:00,3758897,3970169
COL01287,B003,2025-10-29 0:00:00,2374507,2412338
COL01288,B005,2023-07-30 0:00:00,1164143,1223726
COL01289,B001,2024-07-01 0:00:00,2798765,2795667
COL01290,B003,2023-02-21 0:00:00,2585145,2617378
COL01291,B007,2025-09-12 0:00:00,4552510,4418238
COL01292,B001,2024-02-19 0:00:00,2897050,3177490
COL01293,B002,2025-09-25 0:00:00,1387013,1516133
COL01294,B006,2025-10-02 0:00:00,1555800,1605176
COL01295,B005,2023-10-17 0:00:00,1908204,1677816
COL01296,B001,2023-05-19 0:00:00,1954147,1957286
COL01297,B006,2024-06-15 0:00:00,1055441,1011209
COL01298,B006,2024-12-12 0:00:00,3450156,3731776
COL01299,B008,2024-10-02 0:00:00,4493544,4421600
COL01300,B007,2024-08-21 0:00:00,3428477,2708944
COL01301,B001,2023-06-03 0:00:00,1030338,781955
COL01302,B002,2023-01-04 0:00:00,2821983,2318535
COL01303,B007,2023-12-01 0:00:00,2802578,2614165
COL01304,B004,2024-10-02 0:00:00,2413635,2365979
COL01305,B008,2024-08-16 0:00:00,3043443,2885366
COL01306,B001,2024-03-25 0:00:00,3415509,3402910
COL01307,B005,2023-06-04 0:00:00,1390662,1137833
COL01308,B002,2023-09-06 0:00:00,2504104,2286444
COL01309,B005,2025-01-10 0:00:00,639773,731013
COL01310,B004,2025-06-15 0:00:00,2944579,2711462
COL01311,B004,2025-08-20 0:00:00,2662526,2147012
COL01312,B002,2025-02-24 0:00:00,3369690,3483666
COL01313,B006,2025-09-27 0:00:00,2284664,1736068
COL01314,B007,2023-06-26 0:00:00,531485,498360
COL01315,B005,2024-10-11 0:00:00,2843405,2534857
COL01316,B005,2023-01-30 0:00:00,3079665,2889546
COL01317,B002,2023-12-13 0:00:00,2700983,2255254
COL01318,B008,2024-03-03 0:00:00,4626630,3922496
COL01319,B001,2024-01-14 0:00:00,3268188,3384005
COL01320,B005,2023-12-06 0:00:00,1528699,1649317
COL01321,B001,2025-11-25 0:00:00,879235,773088
COL01322,B006,2025-09-08 0:00:00,1358598,1188093
COL01323,B004,2024-01-30 0:00:00,3759630,3236281
COL01324,B006,2023-10-24 0:00:00,4488956,3500367
COL01325,B005,2024-12-02 0:00:00,2881067,2893720
COL01326,B006,2025-11-20 0:00:00,1311155,1072871
COL01327,B003,2023-01-14 0:00:00,1335293,1046776
COL01328,B005,2023-07-06 0:00:00,969961,976257
COL01329,B003,2025-04-01 0:00:00,653182,559753
COL01330,B006,2023-11-02 0:00:00,4504191,3687607
COL01331,B004,2024-01-14 0:00:00,516003,387688
COL01332,B001,2023-12-27 0:00:00,1663174,1385424
COL01333,B005,2024-09-26 0:00:00,2017983,1752590
COL01334,B004,2025-02-25 0:00:00,3628390,3003639
COL01335,B001,2024-02-22 0:00:00,4035071,4621421
COL01336,B002,2024-07-27 0:00:00,681021,781390
COL01337,B008,2023-06-17 0:00:00,3814632,3896446
COL01338,B002,2025-11-01 0:00:00,2542946,2793751
COL01339,B002,2025-11-26 0:00:00,3373618,3618456
COL01340,B004,2024-11-19 0:00:00,3882182,3896678
COL01341,B002,2024-11-10 0:00:00,1045509,792196
COL01342,B003,2025-02-27 0:00:00,2421164,1938479
COL01343,B007,2023-12-31 0:00:00,2713110,2749261
COL01344,B004,2023-12-12 0:00:00,3803850,3748904
COL01345,B002,2025-03-30 0:00:00,2656600,2907061
COL01346,B004,2024-04-15 0:00:00,1954970,1750926
COL01347,B003,2025-02-05 0:00:00,2510113,2276127
COL01348,B007,2025-08-13 0:00:00,3947660,3525548
COL01349,B005,2024-07-04 0:00:00,3056799,3350165
COL01350,B003,2024-10-04 0:00:00,3333214,3733281
COL01351,B002,2024-10-13 0:00:00,3313296,2680081
COL01352,B004,2025-11-09 0:00:00,1489241,1408059
COL01353,B001,2025-04-08 0:00:00,967996,1077592
COL01354,B007,2024-04-30 0:00:00,4465384,3477709
COL01355,B007,2025-07-21 0:00:00,760338,807828
COL01356,B005,2025-02-17 0:00:00,4504145,4886987
COL01357,B007,2024-05-12 0:00:00,4312045,3984636
COL01358,B005,2023-10-22 0:00:00,1972676,1639505
COL01359,B001,2025-01-29 0:00:00,4078340,3540673
COL01360,B008,2025-06-01 0:00:00,1142802,1109772
COL01361,B001,2024-11-15 0:00:00,4729056,4722574
COL01362,B005,2023-10-23 0:00:00,1159821,1172874
COL01363,B002,2025-02-07 0:00:00,4632094,4079889
COL01364,B007,2025-01-20 0:00:00,4556430,4468298
COL01365,B003,2025-03-26 0:00:00,929916,828290
COL01366,B008,2025-12-12 0:00:00,3313854,2494778
COL01367,B001,2024-03-21 0:00:00,2586426,2241349
COL01368,B001,2024-06-07 0:00:00,3050246,3141544
COL01369,B008,2024-02-28 0:00:00,4762341,4732326
COL01370,B006,2023-11-08 0:00:00,898703,745708
COL01371,B006,2024-09-22 0:00:00,1015492,775600
COL01372,B007,2023-05-31 0:00:00,4252675,3546795
COL01373,B001,2023-05-04 0:00:00,841157,722454
COL01374,B008,2024-08-04 0:00:00,1620387,1427228
COL01375,B008,2024-05-04 0:00:00,3655549,3294940
COL01376,B003,2023-08-25 0:00:00,2560320,2053125
COL01377,B001,2024-03-10 0:00:00,973574,999093
COL01378,B004,2023-06-16 0:00:00,4200655,3644409
COL01379,B008,2024-08-18 0:00:00,1747567,1921359
COL01380,B008,2024-09-16 0:00:00,3681156,3489621
COL01381,B006,2023-05-10 0:00:00,4064913,3058787
COL01382,B006,2023-02-07 0:00:00,1843850,1588399
COL01383,B003,2025-08-16 0:00:00,2487322,2119144
COL01384,B003,2023-08-29 0:00:00,653476,657701
COL01385,B004,2025-05-13 0:00:00,587726,520615
COL01386,B003,2023-05-08 0:00:00,2296597,2503173
COL01387,B004,2023-01-18 0:00:00,1910105,1949766
COL01388,B001,2023-03-30 0:00:00,3376221,3433496
COL01389,B002,2025-02-24 0:00:00,572100,541431
COL01390,B003,2025-08-06 0:00:00,931062,757570
COL01391,B001,2024-10-04 0:00:00,2786789,3168560
COL01392,B002,2025-07-08 0:00:00,1640220,1350188
COL01393,B001,2025-11-15 0:00:00,1143646,1178110
COL01394,B002,2023-04-18 0:00:00,3085835,3054390
COL01395,B004,2023-10-18 0:00:00,1092408,1195528
COL01396,B004,2024-07-20 0:00:00,3796509,3870997
COL01397,B007,2023-09-12 0:00:00,3161049,2579995
COL01398,B001,2025-04-15 0:00:00,1760332,1808834
COL01399,B001,2023-02-19 0:00:00,4911980,4031929
COL01400,B008,2024-01-18 0:00:00,2714861,2624276
COL01401,B001,2023-07-24 0:00:00,1411825,1390041
COL01402,B008,2024-09-18 0:00:00,2594696,1962679
COL01403,B002,2023-04-11 0:00:00,3599182,3861246
COL01404,B005,2025-12-07 0:00:00,2070024,1993860
COL01405,B006,2024-09-23 0:00:00,2586239,2243150
COL01406,B003,2025-06-03 0:00:00,4572510,4433319
COL01407,B005,2023-09-30 0:00:00,988705,993372
COL01408,B001,2025-06-01 0:00:00,2271420,1832657
COL01409,B002,2025-11-01 0:00:00,771412,634463
COL01410,B003,2023-10-24 0:00:00,3300214,2712234
COL01411,B006,2024-02-10 0:00:00,517409,551737
COL01412,B002,2025-04-29 0:00:00,3628594,3990360
COL01413,B001,2024-02-23 0:00:00,4289517,3468032
COL01414,B008,2023-03-17 0:00:00,4987177,5094917
COL01415,B008,2025-04-03 0:00:00,973137,1099577
COL01416,B006,2023-06-11 0:00:00,4946432,3989599
COL01417,B003,2023-07-16 0:00:00,2234022,1847927
COL01418,B007,2025-03-24 0:00:00,1261303,1265157
COL01419,B001,2025-09-11 0:00:00,1569613,1469304
COL01420,B005,2023-05-19 0:00:00,971719,832187
COL01421,B001,2023-07-13 0:00:00,576703,465404
COL01422,B003,2023-06-25 0:00:00,3752750,4049213
COL01423,B002,2023-11-13 0:00:00,2131948,2327006
COL01424,B001,2024-10-18 0:00:00,4161089,4071687
COL01425,B005,2025-07-22 0:00:00,4309634,4289640
COL01426,B006,2025-08-28 0:00:00,2123624,2322020
COL01427,B007,2023-08-12 0:00:00,594272,502786
COL01428,B004,2024-06-12 0:00:00,1287085,1356595
COL01429,B001,2023-02-09 0:00:00,880748,855754
COL01430,B001,2024-02-19 0:00:00,3377037,3559739
COL01431,B002,2025-07-05 0:00:00,3261679,2642571
COL01432,B003,2025-04-23 0:00:00,1452674,1401099
COL01433,B006,2023-01-08 0:00:00,3886499,4386328
COL01434,B002,2024-12-29 0:00:00,546315,412955
COL01435,B002,2023-03-21 0:00:00,3344492,3841291
COL01436,B002,2025-04-22 0:00:00,3744803,4236848
COL01437,B008,2023-10-06 0:00:00,573542,507791
COL01438,B001,2023-08-20 0:00:00,2115722,1869795
COL01439,B003,2025-09-10 0:00:00,837541,666242
COL01440,B001,2024-04-12 0:00:00,2047731,2089927
COL01441,B005,2023-04-04 0:00:00,4197510,4137134
COL01442,B008,2024-01-02 0:00:00,3894345,3125591
COL01443,B004,2023-01-25 0:00:00,1803558,1736259
COL01444,B003,2024-03-28 0:00:00,658758,594322
COL01445,B002,2025-02-05 0:00:00,2297834,2070798
COL01446,B008,2025-07-02 0:00:00,3349690,3569158
COL01447,B005,2025-01-25 0:00:00,2827045,2878594
COL01448,B002,2024-10-03 0:00:00,1187625,1017825
COL01449,B002,2024-02-28 0:00:00,1104833,883793
COL01450,B008,2025-11-22 0:00:00,1939597,1592533
COL01451,B008,2025-11-20 0:00:00,3783434,3646664
COL01452,B002,2024-07-12 0:00:00,984840,1085857
COL01453,B002,2025-02-25 0:00:00,2182953,1653482
COL01454,B003,2024-12-01 0:00:00,4245216,4842812
COL01455,B006,2025-11-27 0:00:00,2436564,2202670
COL01456,B005,2023-12-12 0:00:00,1974779,2069692
COL01457,B008,2023-06-20 0:00:00,3345569,3795346
COL01458,B003,2024-06-25 0:00:00,2121603,2318988
COL01459,B002,2023-05-11 0:00:00,1935980,2049631
COL01460,B001,2024-07-20 0:00:00,1765287,1614080
COL01461,B001,2023-11-23 0:00:00,4465599,4089869
COL01462,B007,2023-07-03 0:00:00,627095,715522
COL01463,B008,2024-03-14 0:00:00,4930040,4382464
COL01464,B007,2024-08-26 0:00:00,4201418,3928014
COL01465,B002,2025-11-04 0:00:00,1659718,1345463
COL01466,B003,2023-08-10 0:00:00,3840958,3159621
COL01467,B005,2025-08-17 0:00:00,1777017,1787487
COL01468,B005,2024-07-19 0:00:00,4320253,3806880
COL01469,B008,2023-11-19 0:00:00,646296,742487
COL01470,B005,2023-03-03 0:00:00,3554217,2830480
COL01471,B006,2023-12-09 0:00:00,3272140,2478999
COL01472,B008,2025-03-15 0:00:00,3005793,3378763
COL01473,B008,2024-08-22 0:00:00,1188740,1139427
COL01474,B008,2025-11-23 0:00:00,2566338,2369503
COL01475,B001,2023-12-28 0:00:00,2828130,2655412
COL01476,B005,2025-01-24 0:00:00,1183498,1061629
COL01477,B004,2025-07-03 0:00:00,2822195,2887455
COL01478,B005,2024-06-11 0:00:00,3995585,4455007
COL01479,B005,2023-11-21 0:00:00,2020937,2130773
COL01480,B007,2025-06-12 0:00:00,547675,530849
COL01481,B007,2024-06-22 0:00:00,3724018,2921750
COL01482,B002,2024-01-07 0:00:00,3794012,4345625
COL01483,B001,2023-02-19 0:00:00,1752258,1804906
COL01484,B007,2024-01-15 0:00:00,4861917,4486026
COL01485,B005,2023-07-19 0:00:00,4463838,4862051
