LoanID,CustomerID,BranchID,Product,DisbursementDate,DisbursedAmount,OutstandingBalance,InterestRate,EMI,DelinquentDays,NPAFlag
L002639,C00228,B006,Auto Loan,2025-09-11 0:00:00,6290066,1622455,7.35,48966,96,Yes
L002640,C02402,B004,Auto Loan,2024-07-02 0:00:00,8878346,5237502,8,100711,110,Yes
L002641,C01669,B003,Home Loan,2025-07-29 0:00:00,8384126,2416668,12.97,29648,1,No
L002642,C02354,B006,Auto Loan,2024-08-19 0:00:00,6919143,5470562,12.56,117758,136,Yes
L002643,C00802,B002,Home Loan,2024-03-16 0:00:00,1985044,1887571,15.76,111013,135,Yes
L002644,C02368,B001,Personal Loan,2024-04-03 0:00:00,3480370,1686397,16.89,45744,111,Yes
L002645,C02657,B002,Home Loan,2024-08-14 0:00:00,1739131,554242,13.72,43504,128,Yes
L002646,C02499,B002,Personal Loan,2025-05-02 0:00:00,2499112,714557,9.02,18954,148,Yes
L002647,C00425,B001,Business Loan,2024-08-20 0:00:00,5053857,1667124,15.84,103198,29,No
L002648,C01186,B004,Home Loan,2025-11-06 0:00:00,8024697,4786405,8.1,25015,141,Yes
L002649,C01025,B008,Home Loan,2023-03-10 0:00:00,2689883,575789,13.3,84272,123,Yes
L002650,C02345,B001,Home Loan,2024-07-14 0:00:00,4195984,2127964,16.39,19096,24,No
L002651,C01491,B005,Home Loan,2023-04-11 0:00:00,2856930,1314041,12.66,75018,106,Yes
L002652,C02090,B003,Home Loan,2025-02-15 0:00:00,6789791,5276731,14.04,58733,128,Yes
L002653,C00112,B005,Auto Loan,2023-01-03 0:00:00,1227488,1082151,8.54,47792,87,No
L002654,C01074,B005,Home Loan,2024-02-21 0:00:00,8776607,5273959,14.37,11853,66,No
L002655,C00603,B005,Business Loan,2024-12-07 0:00:00,6312668,6017867,17.95,38496,66,No
L002656,C02663,B004,Personal Loan,2024-06-30 0:00:00,2992578,2606123,12.34,9757,91,Yes
L002657,C02125,B006,Personal Loan,2025-08-21 0:00:00,3516561,1593999,13.75,27971,108,Yes
L002658,C02250,B002,Auto Loan,2024-12-26 0:00:00,1405735,1150783,11.18,94388,17,No
L002659,C02595,B001,Business Loan,2025-04-23 0:00:00,1976161,496934,15.31,103275,135,Yes
L002660,C02065,B006,Home Loan,2023-07-20 0:00:00,4283979,2121909,8.04,55048,127,Yes
L002661,C01890,B001,Home Loan,2023-10-14 0:00:00,4082648,2544640,12.57,51984,46,No
L002662,C01675,B005,Auto Loan,2023-04-17 0:00:00,7198894,7013030,17.67,58002,33,No
L002663,C00028,B002,Personal Loan,2024-05-16 0:00:00,7736494,3090587,16.6,13195,116,Yes
L002664,C01102,B004,Home Loan,2024-08-20 0:00:00,5195046,3954885,12.04,56799,8,No
L002665,C00062,B006,Home Loan,2023-05-16 0:00:00,2155924,1231351,16.4,53382,110,Yes
L002666,C00923,B004,Home Loan,2024-09-12 0:00:00,706307,325235,8.9,113123,2,No
L002667,C02949,B008,Business Loan,2024-03-17 0:00:00,3611566,831083,14.34,13551,47,No
L002668,C02443,B002,Home Loan,2025-06-24 0:00:00,7728922,2073846,15.16,25863,64,No
L002669,C01720,B008,Personal Loan,2023-02-14 0:00:00,847787,431838,12.43,31741,38,No
L002670,C00265,B002,Home Loan,2024-07-29 0:00:00,4426810,2390931,8.03,61091,97,Yes
L002671,C02691,B001,Home Loan,2023-03-20 0:00:00,8279332,2942116,17.58,31690,148,Yes
L002672,C00190,B006,Personal Loan,2024-10-16 0:00:00,3207660,978159,16.66,110083,96,Yes
L002673,C00797,B004,Personal Loan,2024-08-19 0:00:00,9933323,2762450,15.61,19476,66,No
L002674,C00187,B004,Business Loan,2024-02-25 0:00:00,3285542,2102192,11.18,52454,96,Yes
L002675,C00089,B007,Auto Loan,2023-10-31 0:00:00,4116707,3818838,9.75,13124,16,No
L002676,C02586,B006,Business Loan,2024-07-10 0:00:00,7622197,6683092,12.63,111470,27,No
L002677,C00306,B002,Personal Loan,2024-03-23 0:00:00,660187,480840,12.39,65093,137,Yes
L002678,C00048,B006,Auto Loan,2025-05-16 0:00:00,9296608,6480064,15.74,41611,123,Yes
L002679,C00251,B007,Personal Loan,2025-09-28 0:00:00,1809350,1661930,13.65,98385,132,Yes
L002680,C02265,B004,Business Loan,2023-03-05 0:00:00,4394400,2126364,7.47,37803,116,Yes
L002681,C00631,B008,Auto Loan,2023-11-26 0:00:00,8047053,7400478,16.35,54547,63,No
L002682,C00349,B003,Personal Loan,2025-09-01 0:00:00,2093284,1973583,16.21,6443,55,No
L002683,C01693,B002,Personal Loan,2023-09-12 0:00:00,5580731,4542830,16.92,23186,24,No
L002684,C00774,B007,Home Loan,2023-07-17 0:00:00,358904,286224,16.49,104498,58,No
L002685,C01038,B006,Home Loan,2025-01-03 0:00:00,1004391,876816,15.55,11514,123,Yes
L002686,C02952,B007,Personal Loan,2025-06-20 0:00:00,4444069,2171130,10.05,57575,87,No
L002687,C01561,B001,Home Loan,2024-05-01 0:00:00,8069909,7684277,12.51,79490,75,No
L002688,C00794,B006,Business Loan,2024-09-17 0:00:00,3167893,2630150,17.93,76342,129,Yes
L002689,C02472,B008,Auto Loan,2025-01-23 0:00:00,3168198,829605,9.02,12549,41,No
L002690,C00769,B001,Personal Loan,2023-08-25 0:00:00,3613033,3011070,8.82,36631,136,Yes
L002691,C02495,B001,Home Loan,2025-10-20 0:00:00,2296381,1542026,15.57,16573,75,No
L002692,C02413,B008,Home Loan,2023-01-08 0:00:00,6360387,6351980,11.1,68539,91,Yes
L002693,C02829,B004,Auto Loan,2025-02-10 0:00:00,7056290,3113199,8.63,74104,140,Yes
L002694,C02897,B002,Auto Loan,2023-12-04 0:00:00,9161149,6800470,7.25,32128,5,No
L002695,C01304,B003,Auto Loan,2023-01-12 0:00:00,3307191,1291035,8.95,64274,87,No
L002696,C00087,B008,Business Loan,2024-11-06 0:00:00,4301578,4177857,7.86,62485,96,Yes
L002697,C02763,B003,Auto Loan,2024-01-02 0:00:00,1528686,674555,8.52,69691,20,No
L002698,C02259,B005,Auto Loan,2023-02-10 0:00:00,4406464,1727827,8.24,42725,61,No
L002699,C01585,B008,Auto Loan,2025-10-07 0:00:00,1445589,1188866,8.31,68916,54,No
L002700,C01992,B001,Personal Loan,2023-12-03 0:00:00,2474969,641817,13.76,119158,123,Yes
L002701,C01364,B002,Auto Loan,2023-04-02 0:00:00,737625,394242,12.64,113011,109,Yes
L002702,C00987,B003,Business Loan,2023-08-11 0:00:00,4189457,2972590,15.69,90832,87,No
L002703,C01572,B004,Home Loan,2023-02-23 0:00:00,6726315,3153095,14.7,18638,71,No
L002704,C01454,B004,Auto Loan,2024-12-27 0:00:00,1556228,1229521,12.07,68903,111,Yes
L002705,C01232,B001,Personal Loan,2023-09-17 0:00:00,1746851,452721,17.24,40240,117,Yes
L002706,C00440,B003,Business Loan,2024-08-19 0:00:00,9609604,2892013,14.9,60227,102,Yes
L002707,C00874,B004,Personal Loan,2025-09-11 0:00:00,9729206,5785092,9.58,97858,95,Yes
L002708,C01290,B007,Home Loan,2024-02-22 0:00:00,7547095,3912170,8.2,7237,136,Yes
L002709,C00701,B002,Business Loan,2025-08-26 0:00:00,8409114,5424676,9.13,31867,110,Yes
L002710,C00724,B001,Personal Loan,2023-01-11 0:00:00,1778747,381176,17.9,97706,40,No
L002711,C01671,B001,Auto Loan,2024-12-01 0:00:00,9226459,2395781,7.54,24634,7,No
L002712,C01792,B006,Auto Loan,2023-07-26 0:00:00,202576,150379,15.02,75508,38,No
L002713,C00141,B003,Personal Loan,2023-11-09 0:00:00,6222087,3946371,9.48,83357,115,Yes
L002714,C02468,B004,Business Loan,2023-11-27 0:00:00,749815,509929,10.38,66112,118,Yes
L002715,C01317,B004,Home Loan,2023-01-13 0:00:00,9754524,5650329,14.38,9705,120,Yes
L002716,C00441,B003,Home Loan,2024-12-19 0:00:00,1259120,925953,13.97,20685,80,No
L002717,C02495,B003,Business Loan,2025-09-18 0:00:00,2146157,542030,13.23,49058,63,No
L002718,C02805,B005,Auto Loan,2025-11-17 0:00:00,4173964,2585334,14.94,53783,37,No
L002719,C01080,B008,Personal Loan,2024-03-06 0:00:00,2964042,2562149,13.91,92184,16,No
L002720,C01529,B001,Personal Loan,2024-10-17 0:00:00,2604102,2260864,12.35,22066,21,No
L002721,C00012,B002,Personal Loan,2024-01-21 0:00:00,1767553,1667386,13.83,10441,35,No
L002722,C01254,B001,Personal Loan,2025-06-24 0:00:00,9839803,8002359,14.87,17622,130,Yes
L002723,C02800,B006,Home Loan,2025-11-20 0:00:00,3310923,1448673,11.1,94198,123,Yes
L002724,C02991,B008,Home Loan,2024-03-20 0:00:00,9998946,5608550,14.95,102284,92,Yes
L002725,C02802,B002,Auto Loan,2025-11-22 0:00:00,7759001,2156640,14.88,39231,42,No
L002726,C01326,B001,Business Loan,2023-12-21 0:00:00,6255477,3237944,11.03,70866,16,No
L002727,C00027,B008,Business Loan,2024-12-07 0:00:00,2726937,2274810,16.03,34397,38,No
L002728,C01483,B002,Personal Loan,2024-08-21 0:00:00,9452969,6374748,12.51,68927,131,Yes
L002729,C00969,B005,Home Loan,2023-01-26 0:00:00,4803592,2423278,7.43,97741,125,Yes
L002730,C01426,B006,Home Loan,2024-01-29 0:00:00,1890130,1477355,13.72,99554,67,No
L002731,C01689,B001,Personal Loan,2025-03-08 0:00:00,932138,540666,9.76,119346,149,Yes
L002732,C00470,B002,Personal Loan,2023-04-10 0:00:00,9733408,3882007,11.94,75684,93,Yes
L002733,C02715,B001,Home Loan,2025-08-19 0:00:00,2362749,1144926,14.45,101977,57,No
L002734,C02721,B001,Home Loan,2024-05-10 0:00:00,559089,197178,13.08,70694,69,No
L002735,C02340,B005,Business Loan,2024-04-13 0:00:00,1618692,717407,14.12,43959,28,No
L002736,C02740,B008,Personal Loan,2024-12-09 0:00:00,2700325,1253118,12.99,42723,98,Yes
L002737,C02088,B004,Auto Loan,2024-10-08 0:00:00,4692756,4445313,13.52,56129,106,Yes
L002738,C00699,B003,Business Loan,2024-10-20 0:00:00,7464350,5172710,7.51,85480,51,No
L002739,C01498,B007,Business Loan,2023-05-23 0:00:00,4129509,2704176,10.55,101951,132,Yes
L002740,C00307,B007,Home Loan,2024-11-12 0:00:00,842663,501564,16.01,107756,120,Yes
L002741,C00675,B007,Business Loan,2024-02-27 0:00:00,9143737,2647538,13.31,7094,69,No
L002742,C01711,B002,Personal Loan,2023-07-27 0:00:00,1854927,492178,9.88,67803,49,No
L002743,C02045,B003,Personal Loan,2023-07-19 0:00:00,7889451,3031928,16.57,97616,53,No
L002744,C01606,B004,Business Loan,2025-03-26 0:00:00,5495659,4239671,11.96,20088,129,Yes
L002745,C01257,B002,Auto Loan,2024-06-08 0:00:00,6205129,4175837,15.47,66642,139,Yes
L002746,C00453,B007,Personal Loan,2024-09-10 0:00:00,8419742,5917803,9.76,54780,5,No
L002747,C02631,B003,Business Loan,2023-12-22 0:00:00,7841033,7613214,7.69,106755,69,No
L002748,C00215,B008,Home Loan,2025-11-05 0:00:00,9246126,7314147,15.76,109547,142,Yes
L002749,C02526,B001,Personal Loan,2024-09-01 0:00:00,3336081,2097238,7.88,9945,0,No
L002750,C02739,B008,Personal Loan,2025-10-29 0:00:00,9653122,8462462,17.3,80836,57,No
L002751,C02363,B004,Home Loan,2023-06-29 0:00:00,153041,66961,10.26,78714,25,No
L002752,C00734,B003,Home Loan,2023-07-13 0:00:00,6694934,6231221,13.13,96758,13,No
L002753,C01583,B003,Home Loan,2024-11-15 0:00:00,4010386,3983190,12.33,73477,110,Yes
L002754,C00420,B004,Home Loan,2024-08-23 0:00:00,5013603,3149532,10.44,114132,80,No
L002755,C00196,B007,Business Loan,2025-09-03 0:00:00,3504779,1147211,8.46,8698,97,Yes
L002756,C01042,B004,Personal Loan,2023-02-18 0:00:00,2430418,1721729,12.82,63317,41,No
L002757,C01621,B002,Business Loan,2025-12-17 0:00:00,2107058,1637014,7.78,115570,112,Yes
L002758,C01975,B008,Home Loan,2024-02-14 0:00:00,9085996,8310093,16.82,77778,103,Yes
L002759,C00149,B006,Auto Loan,2023-04-20 0:00:00,6819354,4381072,16.05,7723,120,Yes
L002760,C01290,B001,Home Loan,2023-07-03 0:00:00,7955204,6041688,17.99,51825,95,Yes
L002761,C00276,B001,Business Loan,2023-11-10 0:00:00,7975143,1815015,7.18,6552,23,No
L002762,C01711,B006,Auto Loan,2025-11-15 0:00:00,6710533,2471545,14.41,64115,49,No
L002763,C02087,B005,Personal Loan,2025-02-07 0:00:00,4058843,3997669,13.06,41337,73,No
L002764,C01599,B008,Business Loan,2023-01-03 0:00:00,5117572,3952436,17.32,4711,126,Yes
L002765,C02565,B001,Auto Loan,2024-11-05 0:00:00,4493039,2003097,8.96,89862,43,No
L002766,C01389,B002,Auto Loan,2025-04-21 0:00:00,7802257,6165809,12.38,31762,57,No
L002767,C02680,B002,Personal Loan,2025-08-07 0:00:00,1948202,1899683,11.8,33540,53,No
L002768,C02201,B008,Home Loan,2024-12-25 0:00:00,4302866,4170581,15.43,16793,148,Yes
L002769,C02544,B006,Home Loan,2025-10-18 0:00:00,5899780,3841594,14.68,17216,34,No
L002770,C02571,B001,Personal Loan,2023-09-07 0:00:00,5160484,1948439,15.38,90975,109,Yes
L002771,C00970,B008,Home Loan,2025-12-08 0:00:00,6707102,1846838,15.94,58697,48,No
L002772,C01013,B008,Personal Loan,2025-03-10 0:00:00,8319327,4351472,12.69,58066,91,Yes
L002773,C01441,B006,Auto Loan,2025-03-08 0:00:00,1908040,894483,9.8,12942,40,No
L002774,C02944,B004,Home Loan,2025-10-26 0:00:00,3912027,1222819,13.24,115187,5,No
L002775,C02710,B008,Personal Loan,2024-02-15 0:00:00,1688910,748375,14.42,79279,133,Yes
L002776,C01641,B005,Business Loan,2023-02-14 0:00:00,6925142,6885490,7.97,27627,25,No
L002777,C00608,B004,Home Loan,2023-10-06 0:00:00,9441014,2594222,14.82,52677,149,Yes
L002778,C00385,B005,Home Loan,2024-11-19 0:00:00,4313592,3740678,12.03,115997,131,Yes
L002779,C02394,B008,Business Loan,2024-06-06 0:00:00,7234456,7043399,16.11,97473,107,Yes
L002780,C01381,B004,Home Loan,2025-07-11 0:00:00,7098397,6146329,13.11,57388,52,No
L002781,C02660,B007,Home Loan,2023-04-09 0:00:00,1896701,1022507,9.39,88548,132,Yes
L002782,C00708,B001,Home Loan,2025-11-29 0:00:00,6559322,2365060,14.02,26132,17,No
L002783,C01306,B002,Home Loan,2024-11-05 0:00:00,8037203,2933756,16.75,32564,116,Yes
L002784,C00133,B006,Personal Loan,2025-10-01 0:00:00,2754396,698619,13.37,75982,106,Yes
L002785,C00005,B002,Personal Loan,2023-07-17 0:00:00,6932689,3418167,9.74,116803,30,No
L002786,C00941,B002,Personal Loan,2025-10-01 0:00:00,466593,222257,12.82,30933,148,Yes
L002787,C00311,B008,Business Loan,2024-04-21 0:00:00,4506322,4107165,9.79,103354,33,No
L002788,C00095,B003,Business Loan,2024-10-13 0:00:00,327760,124089,14.34,22281,127,Yes
L002789,C00527,B006,Business Loan,2024-04-30 0:00:00,6351189,1980430,12.65,69274,74,No
L002790,C00045,B005,Auto Loan,2025-08-23 0:00:00,6870295,3767780,14.59,31291,18,No
L002791,C01299,B008,Home Loan,2025-07-31 0:00:00,7633184,1948523,8.35,32394,101,Yes
L002792,C01692,B008,Auto Loan,2023-11-16 0:00:00,1682421,544039,8.71,27005,102,Yes
L002793,C00251,B006,Business Loan,2025-09-19 0:00:00,7955795,4953872,16.91,85922,148,Yes
L002794,C00155,B003,Personal Loan,2025-09-25 0:00:00,2895328,1675762,17.68,72425,81,No
L002795,C01499,B001,Auto Loan,2024-11-23 0:00:00,8209987,1894804,16.75,16416,2,No
L002796,C02280,B006,Home Loan,2025-06-13 0:00:00,5707282,3827906,11.88,52037,0,No
L002797,C02050,B006,Home Loan,2025-12-01 0:00:00,8003816,5113449,16.31,49950,113,Yes
L002798,C02329,B008,Home Loan,2023-12-26 0:00:00,3666031,1939004,13.04,9685,10,No
L002799,C02249,B001,Auto Loan,2024-04-09 0:00:00,3071430,2102873,8.12,42636,92,Yes
L002800,C00298,B004,Personal Loan,2025-10-30 0:00:00,8533641,7680282,17.03,42194,51,No
L002801,C01955,B008,Personal Loan,2024-10-06 0:00:00,9966060,4515392,11.98,75454,104,Yes
L002802,C02454,B001,Auto Loan,2024-08-21 0:00:00,667855,523073,15.02,19909,104,Yes
L002803,C01248,B005,Home Loan,2025-11-04 0:00:00,358011,137790,16.81,19184,107,Yes
L002804,C00604,B003,Business Loan,2024-07-02 0:00:00,3062682,1803168,9.49,6073,130,Yes
L002805,C00465,B006,Business Loan,2023-03-26 0:00:00,1756548,1654171,10.49,77798,119,Yes
L002806,C00982,B008,Personal Loan,2024-07-09 0:00:00,1792857,810999,7.93,5220,37,No
L002807,C02361,B008,Home Loan,2024-08-29 0:00:00,558798,465484,9.53,8637,5,No
L002808,C00026,B001,Personal Loan,2025-08-08 0:00:00,7596731,2216008,10.34,64446,140,Yes
L002809,C01586,B006,Auto Loan,2024-01-17 0:00:00,4010522,2690073,14.85,16470,17,No
L002810,C00081,B003,Personal Loan,2025-03-10 0:00:00,2692966,1618988,7.44,30856,114,Yes
L002811,C00923,B001,Business Loan,2023-08-17 0:00:00,9359346,7076710,11.44,114426,122,Yes
L002812,C00799,B001,Home Loan,2025-07-29 0:00:00,3014713,908973,13.4,42420,13,No
L002813,C02793,B005,Home Loan,2023-01-01 0:00:00,9374071,5413857,12.4,83319,146,Yes
L002814,C00826,B007,Business Loan,2025-05-24 0:00:00,7190400,5292268,17.57,67676,88,No
L002815,C00583,B003,Business Loan,2023-12-06 0:00:00,7785779,4476715,12.23,44096,97,Yes
L002816,C02672,B001,Auto Loan,2025-07-10 0:00:00,5803969,5082763,10.37,58687,49,No
L002817,C01105,B007,Auto Loan,2024-02-19 0:00:00,6625801,3186279,14.87,110324,114,Yes
L002818,C00092,B004,Home Loan,2025-12-09 0:00:00,7201844,2615825,8.54,85848,11,No
L002819,C02563,B001,Home Loan,2023-03-07 0:00:00,2932092,2842948,10.32,106688,53,No
L002820,C00828,B007,Business Loan,2025-02-13 0:00:00,5523637,2748269,16.82,26254,104,Yes
L002821,C02283,B003,Business Loan,2025-09-16 0:00:00,4018626,1973244,16.27,86132,63,No
L002822,C00919,B007,Personal Loan,2024-07-30 0:00:00,558255,413899,17.22,76712,2,No
L002823,C02565,B007,Auto Loan,2025-11-08 0:00:00,5743570,2696837,9.82,50531,51,No
L002824,C01249,B008,Home Loan,2024-03-24 0:00:00,6377469,2909639,7.43,99396,122,Yes
L002825,C00583,B004,Business Loan,2023-03-06 0:00:00,9283109,5390333,10.29,112842,16,No
L002826,C02719,B002,Auto Loan,2023-08-26 0:00:00,8374853,4675301,17.59,57059,26,No
L002827,C00251,B003,Auto Loan,2024-01-07 0:00:00,5065684,2826057,10.68,5381,78,No
L002828,C00172,B005,Auto Loan,2024-02-11 0:00:00,2601928,713503,7.34,77879,38,No
L002829,C02288,B008,Personal Loan,2024-03-03 0:00:00,3520848,2014445,10.78,78534,144,Yes
L002830,C00669,B005,Personal Loan,2025-10-13 0:00:00,344324,177636,16.63,115008,115,Yes
L002831,C01400,B001,Business Loan,2023-06-25 0:00:00,2121878,1712780,15.2,73647,59,No
L002832,C00812,B002,Auto Loan,2023-03-03 0:00:00,5961104,1240503,15.07,8587,132,Yes
L002833,C01680,B002,Business Loan,2025-04-12 0:00:00,4060003,3049708,10.07,47487,124,Yes
L002834,C02003,B002,Auto Loan,2023-02-06 0:00:00,4790656,3754041,15.41,15504,144,Yes
L002835,C02439,B002,Personal Loan,2025-09-02 0:00:00,187389,170535,8.23,52359,48,No
L002836,C01759,B002,Auto Loan,2025-01-22 0:00:00,6639570,4895690,8.11,18728,47,No
L002837,C00119,B005,Personal Loan,2025-04-03 0:00:00,381527,111258,7.25,3861,25,No
L002838,C01025,B001,Auto Loan,2024-05-11 0:00:00,9586975,5873236,13.93,15194,20,No
L002839,C02401,B007,Business Loan,2024-08-07 0:00:00,5043103,4284026,16.82,23263,83,No
L002840,C01433,B008,Business Loan,2023-01-12 0:00:00,5286641,4818395,11.78,43722,131,Yes
L002841,C01056,B001,Personal Loan,2025-08-08 0:00:00,2859176,1552790,11.27,53244,22,No
L002842,C00819,B003,Home Loan,2024-02-02 0:00:00,7950992,7498674,10.33,48864,82,No
L002843,C00425,B003,Personal Loan,2024-08-21 0:00:00,4103052,3914028,10.97,62942,78,No
L002844,C02888,B007,Home Loan,2024-08-31 0:00:00,1467167,1117231,15.39,38975,28,No
L002845,C00725,B001,Auto Loan,2024-10-20 0:00:00,7121466,7028238,16.37,65441,148,Yes
L002846,C00343,B003,Home Loan,2024-03-31 0:00:00,107677,106437,15.75,68211,38,No
L002847,C02152,B008,Home Loan,2024-04-16 0:00:00,3451902,2275820,9.83,70614,111,Yes
L002848,C01420,B006,Home Loan,2023-12-28 0:00:00,4057068,3992365,11.73,5296,40,No
L002849,C00311,B008,Personal Loan,2025-12-02 0:00:00,9420697,7108105,14.41,119206,98,Yes
L002850,C00004,B002,Auto Loan,2025-09-10 0:00:00,3699809,785912,17.59,92843,45,No
L002851,C01684,B003,Business Loan,2023-01-05 0:00:00,8959837,4775094,13.61,118046,13,No
L002852,C00831,B003,Auto Loan,2023-04-05 0:00:00,8763471,5408073,15.64,59872,97,Yes
L002853,C00039,B006,Personal Loan,2024-05-24 0:00:00,472137,174420,15.57,100385,113,Yes
L002854,C00165,B004,Business Loan,2024-07-16 0:00:00,1691523,792034,9.45,114611,4,No
L002855,C01389,B003,Business Loan,2023-04-05 0:00:00,6722957,3337938,12.06,113509,29,No
L002856,C00796,B005,Business Loan,2023-11-11 0:00:00,2187076,547997,9.11,16462,97,Yes
L002857,C00586,B008,Business Loan,2023-07-25 0:00:00,3940862,1434555,14.36,47836,61,No
L002858,C02701,B002,Personal Loan,2025-10-02 0:00:00,8192832,1771105,16.71,37373,92,Yes
L002859,C00112,B007,Business Loan,2024-05-20 0:00:00,4852789,4806899,13.63,99639,15,No
L002860,C01851,B006,Business Loan,2025-01-04 0:00:00,2712861,2671438,15.28,44767,19,No
L002861,C00462,B001,Home Loan,2024-12-14 0:00:00,5581920,2762698,16.73,57021,123,Yes
L002862,C00405,B007,Home Loan,2024-06-21 0:00:00,491858,478998,12.38,22888,150,Yes
L002863,C00350,B007,Business Loan,2024-07-24 0:00:00,5298851,4097854,17.04,52736,26,No
L002864,C02588,B003,Auto Loan,2025-05-18 0:00:00,1144167,800421,15.23,12610,80,No
L002865,C02425,B007,Business Loan,2024-09-17 0:00:00,5792404,2939035,15.03,117015,48,No
L002866,C00163,B001,Home Loan,2024-04-10 0:00:00,1647158,882731,9.84,69103,131,Yes
L002867,C00230,B003,Personal Loan,2025-12-04 0:00:00,8617367,8218756,15.74,33362,33,No
L002868,C00770,B006,Business Loan,2023-05-06 0:00:00,4943286,3449208,17.19,111227,150,Yes
L002869,C00322,B006,Business Loan,2024-12-27 0:00:00,4552591,2267836,7.24,60010,33,No
L002870,C02856,B002,Auto Loan,2023-03-25 0:00:00,6589279,4464442,15.09,90864,24,No
L002871,C01732,B005,Business Loan,2025-12-09 0:00:00,3269168,1924524,8.18,103328,39,No
L002872,C01595,B007,Home Loan,2025-04-06 0:00:00,7729892,7554084,11.76,50606,149,Yes
L002873,C00021,B001,Auto Loan,2025-09-03 0:00:00,3879370,2976549,10.21,54136,60,No
L002874,C01771,B008,Auto Loan,2024-02-15 0:00:00,6658693,1435670,15.01,57668,56,No
L002875,C02600,B008,Auto Loan,2023-03-11 0:00:00,3364191,965670,17.32,87390,68,No
L002876,C00562,B008,Personal Loan,2024-03-28 0:00:00,835456,459854,11.61,54658,72,No
L002877,C02728,B005,Personal Loan,2024-01-03 0:00:00,9953044,8171555,15.88,92435,107,Yes
L002878,C02615,B002,Home Loan,2025-01-02 0:00:00,7329879,4006497,7.71,33167,110,Yes
L002879,C02864,B003,Personal Loan,2025-03-11 0:00:00,1552566,1190765,16.5,53813,91,Yes
L002880,C01104,B004,Business Loan,2025-11-23 0:00:00,7125904,5128056,8.97,50187,30,No
L002881,C02732,B004,Business Loan,2025-09-27 0:00:00,576777,237252,16.73,37453,51,No
L002882,C01886,B007,Business Loan,2025-07-04 0:00:00,1703477,1272358,17.36,67355,45,No
L002883,C00003,B002,Home Loan,2025-08-02 0:00:00,937910,412211,9,11557,72,No
L002884,C01233,B007,Auto Loan,2025-01-01 0:00:00,7327706,2067943,8.35,81218,12,No
L002885,C02785,B007,Auto Loan,2024-02-22 0:00:00,2757639,2059479,16.2,117531,106,Yes
L002886,C00344,B003,Business Loan,2024-01-23 0:00:00,4720735,2452332,13.17,59909,37,No
L002887,C02132,B004,Business Loan,2025-07-29 0:00:00,713486,201630,11.9,30658,146,Yes
L002888,C02247,B003,Business Loan,2025-08-31 0:00:00,8997695,3856340,17.21,99615,107,Yes
L002889,C01473,B004,Business Loan,2024-03-10 0:00:00,2544170,2379619,9.16,93007,87,No
L002890,C02084,B005,Auto Loan,2024-06-08 0:00:00,5995200,1514337,14.21,36996,116,Yes
L002891,C00171,B006,Home Loan,2023-04-29 0:00:00,1628318,1281771,7.71,41141,140,Yes
L002892,C00213,B008,Auto Loan,2024-10-05 0:00:00,9052091,6531630,17.81,94054,54,No
L002893,C00076,B001,Home Loan,2024-07-21 0:00:00,4738602,2233212,10.59,71118,109,Yes
L002894,C00577,B006,Personal Loan,2025-05-01 0:00:00,4954482,4288944,16.33,12896,50,No
L002895,C02437,B005,Auto Loan,2024-06-21 0:00:00,8525028,8273922,10.03,15422,45,No
L002896,C00640,B003,Home Loan,2025-07-02 0:00:00,216738,65776,8.02,10005,91,Yes
L002897,C01270,B007,Auto Loan,2023-07-13 0:00:00,191408,91081,10.75,108004,133,Yes
L002898,C02602,B004,Business Loan,2024-04-02 0:00:00,5530815,5161898,16.46,37421,128,Yes
L002899,C02750,B006,Personal Loan,2025-12-29 0:00:00,6429468,4145765,16.5,37480,46,No
L002900,C01884,B001,Auto Loan,2023-11-13 0:00:00,7914099,6462366,14.13,33819,118,Yes
L002901,C00797,B004,Business Loan,2023-03-27 0:00:00,1106430,525402,13.79,72654,75,No
L002902,C00323,B008,Auto Loan,2025-12-09 0:00:00,2310589,968924,9.29,50860,11,No
L002903,C00382,B005,Business Loan,2023-09-09 0:00:00,5751055,1654180,8.2,63671,139,Yes
L002904,C01444,B007,Business Loan,2024-10-14 0:00:00,6450222,6341198,13.81,109992,103,Yes
L002905,C00117,B004,Business Loan,2025-04-13 0:00:00,9104032,6756364,17.88,95628,113,Yes
L002906,C00580,B003,Home Loan,2023-01-08 0:00:00,1596833,814876,8.11,85254,128,Yes
L002907,C02019,B003,Auto Loan,2025-10-18 0:00:00,8761444,6289583,10.91,7838,35,No
L002908,C01404,B002,Home Loan,2025-10-20 0:00:00,2025819,1870619,10.66,14066,57,No
L002909,C02885,B006,Business Loan,2024-03-14 0:00:00,5915258,2419050,9.73,34653,49,No
L002910,C02943,B004,Auto Loan,2025-08-18 0:00:00,3096051,1805724,16.57,47706,144,Yes
L002911,C00704,B004,Home Loan,2024-10-11 0:00:00,4822726,3943711,7.36,87583,3,No
L002912,C01089,B007,Home Loan,2024-03-26 0:00:00,8752090,3991992,9.1,106238,13,No
L002913,C01943,B003,Personal Loan,2024-04-18 0:00:00,9124910,3758911,10.58,50732,28,No
L002914,C01066,B002,Business Loan,2024-01-23 0:00:00,8839211,5985495,7.11,97091,133,Yes
L002915,C00951,B002,Business Loan,2024-03-29 0:00:00,7550707,2277091,14.17,116530,87,No
L002916,C00948,B008,Personal Loan,2025-10-24 0:00:00,9868022,6927614,8.78,33108,136,Yes
