CustomerID,CustomerName,AgeGroup,Gender,Occupation,IncomeBand,RiskScore
C00502,Customer 502,50+,Female,Professional,5L-10L,586
C00503,Customer 503,36-50,Male,Salaried,<5L,688
C00504,Customer 504,18-25,Female,Professional,10L-20L,493
C00505,Customer 505,18-25,Male,Professional,5L-10L,771
C00506,Customer 506,36-50,Female,Salaried,10L-20L,370
C00507,Customer 507,50+,Female,Retired,>20L,539
C00508,Customer 508,36-50,Male,Business,>20L,555
C00509,Customer 509,18-25,Female,Salaried,10L-20L,845
C00510,Customer 510,26-35,Female,Professional,<5L,574
C00511,Customer 511,26-35,Male,Retired,5L-10L,745
C00512,Customer 512,36-50,Female,Professional,>20L,353
C00513,Customer 513,18-25,Male,Business,10L-20L,665
C00514,Customer 514,18-25,Male,Retired,10L-20L,566
C00515,Customer 515,50+,Male,Retired,10L-20L,395
C00516,Customer 516,26-35,Male,Salaried,>20L,451
C00517,Customer 517,36-50,Female,Retired,5L-10L,664
C00518,Customer 518,50+,Male,Retired,<5L,595
C00519,Customer 519,36-50,Female,Professional,5L-10L,632
C00520,Customer 520,50+,Female,Business,5L-10L,659
C00521,Customer 521,18-25,Male,Professional,10L-20L,523
C00522,Customer 522,18-25,Female,Retired,<5L,895
C00523,Customer 523,36-50,Male,Salaried,5L-10L,386
C00524,Customer 524,26-35,Female,Professional,5L-10L,881
C00525,Customer 525,50+,Male,Professional,>20L,341
C00526,Customer 526,50+,Female,Salaried,>20L,393
C00527,Customer 527,50+,Female,Business,5L-10L,708
C00528,Customer 528,36-50,Male,Professional,5L-10L,505
C00529,Customer 529,26-35,Male,Salaried,>20L,342
C00530,Customer 530,36-50,Male,Retired,>20L,867
C00531,Customer 531,50+,Female,Professional,10L-20L,448
C00532,Customer 532,50+,Male,Professional,10L-20L,382
C00533,Customer 533,50+,Female,Retired,10L-20L,351
C00534,Customer 534,18-25,Female,Business,10L-20L,699
C00535,Customer 535,18-25,Male,Retired,>20L,399
C00536,Customer 536,36-50,Male,Retired,5L-10L,653
C00537,Customer 537,26-35,Male,Business,<5L,830
C00538,Customer 538,18-25,Male,Salaried,>20L,489
C00539,Customer 539,36-50,Female,Business,<5L,801
C00540,Customer 540,36-50,Female,Salaried,5L-10L,505
C00541,Customer 541,18-25,Female,Professional,10L-20L,373
C00542,Customer 542,26-35,Female,Business,5L-10L,443
C00543,Customer 543,36-50,Male,Salaried,>20L,887
C00544,Customer 544,50+,Female,Salaried,10L-20L,665
C00545,Customer 545,18-25,Male,Retired,>20L,793
C00546,Customer 546,50+,Male,Retired,>20L,616
C00547,Customer 547,50+,Female,Retired,>20L,482
C00548,Customer 548,18-25,Female,Retired,<5L,616
C00549,Customer 549,26-35,Female,Retired,>20L,702
C00550,Customer 550,50+,Female,Professional,5L-10L,346
C00551,Customer 551,26-35,Female,Business,10L-20L,382
C00552,Customer 552,26-35,Female,Business,<5L,628
C00553,Customer 553,26-35,Male,Salaried,5L-10L,744
C00554,Customer 554,50+,Female,Retired,5L-10L,900
C00555,Customer 555,18-25,Female,Professional,10L-20L,757
C00556,Customer 556,50+,Male,Business,<5L,848
C00557,Customer 557,50+,Male,Professional,<5L,741
C00558,Customer 558,18-25,Female,Retired,>20L,674
C00559,Customer 559,36-50,Female,Retired,<5L,385
C00560,Customer 560,26-35,Female,Salaried,<5L,898
C00561,Customer 561,50+,Male,Business,5L-10L,688
C00562,Customer 562,26-35,Male,Retired,>20L,587
C00563,Customer 563,18-25,Male,Business,5L-10L,659
C00564,Customer 564,18-25,Female,Professional,10L-20L,417
C00565,Customer 565,26-35,Female,Retired,>20L,560
C00566,Customer 566,26-35,Male,Retired,5L-10L,377
C00567,Customer 567,36-50,Female,Business,>20L,431
C00568,Customer 568,50+,Female,Salaried,10L-20L,730
C00569,Customer 569,26-35,Male,Retired,10L-20L,711
C00570,Customer 570,26-35,Female,Retired,<5L,890
C00571,Customer 571,36-50,Female,Professional,>20L,647
C00572,Customer 572,36-50,Male,Business,>20L,488
C00573,Customer 573,50+,Male,Professional,5L-10L,751
C00574,Customer 574,18-25,Female,Professional,<5L,406
C00575,Customer 575,50+,Male,Retired,10L-20L,681
C00576,Customer 576,26-35,Female,Business,<5L,718
C00577,Customer 577,26-35,Female,Retired,<5L,396
C00578,Customer 578,26-35,Female,Business,5L-10L,842
C00579,Customer 579,26-35,Female,Professional,10L-20L,335
C00580,Customer 580,36-50,Male,Professional,10L-20L,787
C00581,Customer 581,26-35,Male,Retired,>20L,520
C00582,Customer 582,50+,Female,Salaried,>20L,880
C00583,Customer 583,36-50,Female,Professional,>20L,738
C00584,Customer 584,18-25,Male,Salaried,10L-20L,564
C00585,Customer 585,26-35,Female,Salaried,5L-10L,590
C00586,Customer 586,18-25,Male,Business,<5L,468
C00587,Customer 587,36-50,Female,Professional,5L-10L,894
C00588,Customer 588,36-50,Male,Retired,5L-10L,646
C00589,Customer 589,26-35,Female,Business,>20L,406
C00590,Customer 590,50+,Male,Business,<5L,819
C00591,Customer 591,18-25,Female,Professional,>20L,794
C00592,Customer 592,26-35,Female,Business,10L-20L,592
C00593,Customer 593,18-25,Female,Professional,10L-20L,314
C00594,Customer 594,26-35,Female,Retired,10L-20L,337
C00595,Customer 595,18-25,Female,Business,10L-20L,751
C00596,Customer 596,26-35,Female,Professional,10L-20L,392
C00597,Customer 597,36-50,Male,Professional,>20L,355
C00598,Customer 598,36-50,Male,Retired,10L-20L,774
C00599,Customer 599,26-35,Female,Business,>20L,452
C00600,Customer 600,18-25,Female,Retired,10L-20L,568
C00601,Customer 601,50+,Male,Professional,5L-10L,323
C00602,Customer 602,26-35,Male,Retired,<5L,310
C00603,Customer 603,36-50,Male,Business,<5L,357
C00604,Customer 604,36-50,Female,Business,5L-10L,547
C00605,Customer 605,18-25,Female,Retired,<5L,620
C00606,Customer 606,50+,Male,Retired,>20L,390
C00607,Customer 607,50+,Male,Salaried,<5L,898
C00608,Customer 608,36-50,Male,Business,5L-10L,860
C00609,Customer 609,18-25,Female,Professional,<5L,644
C00610,Customer 610,36-50,Female,Retired,10L-20L,756
C00611,Customer 611,18-25,Female,Professional,<5L,505
C00612,Customer 612,50+,Female,Professional,10L-20L,732
C00613,Customer 613,18-25,Female,Business,5L-10L,467
C00614,Customer 614,18-25,Male,Salaried,<5L,409
C00615,Customer 615,26-35,Male,Salaried,>20L,719
C00616,Customer 616,18-25,Female,Salaried,>20L,349
C00617,Customer 617,36-50,Female,Business,<5L,863
C00618,Customer 618,36-50,Male,Professional,>20L,310
C00619,Customer 619,36-50,Female,Business,10L-20L,453
C00620,Customer 620,18-25,Female,Professional,5L-10L,370
C00621,Customer 621,18-25,Male,Retired,>20L,342
C00622,Customer 622,50+,Male,Business,<5L,402
C00623,Customer 623,36-50,Male,Retired,>20L,309
C00624,Customer 624,26-35,Female,Retired,5L-10L,783
C00625,Customer 625,18-25,Female,Salaried,<5L,409
C00626,Customer 626,18-25,Female,Business,<5L,519
C00627,Customer 627,36-50,Male,Retired,5L-10L,758
C00628,Customer 628,18-25,Female,Professional,10L-20L,429
C00629,Customer 629,50+,Male,Professional,10L-20L,376
C00630,Customer 630,50+,Male,Retired,5L-10L,809
C00631,Customer 631,18-25,Male,Retired,5L-10L,716
C00632,Customer 632,18-25,Male,Professional,10L-20L,617
C00633,Customer 633,26-35,Male,Business,5L-10L,320
C00634,Customer 634,18-25,Female,Professional,<5L,698
C00635,Customer 635,18-25,Male,Retired,5L-10L,724
C00636,Customer 636,50+,Male,Business,5L-10L,745
C00637,Customer 637,26-35,Female,Salaried,>20L,543
C00638,Customer 638,26-35,Male,Business,>20L,443
C00639,Customer 639,50+,Female,Business,5L-10L,316
C00640,Customer 640,26-35,Female,Professional,<5L,762
C00641,Customer 641,36-50,Male,Retired,10L-20L,764
C00642,Customer 642,50+,Male,Salaried,<5L,868
C00643,Customer 643,18-25,Female,Professional,>20L,571
C00644,Customer 644,50+,Female,Salaried,<5L,466
C00645,Customer 645,26-35,Female,Professional,10L-20L,433
C00646,Customer 646,26-35,Female,Retired,10L-20L,799
C00647,Customer 647,36-50,Female,Salaried,<5L,560
C00648,Customer 648,18-25,Male,Salaried,>20L,630
C00649,Customer 649,26-35,Female,Salaried,>20L,603
C00650,Customer 650,18-25,Male,Business,<5L,371
C00651,Customer 651,50+,Male,Salaried,>20L,603
C00652,Customer 652,18-25,Female,Salaried,5L-10L,776
C00653,Customer 653,50+,Female,Business,5L-10L,573
C00654,Customer 654,26-35,Female,Salaried,>20L,521
C00655,Customer 655,36-50,Female,Retired,5L-10L,857
C00656,Customer 656,18-25,Female,Salaried,10L-20L,408
C00657,Customer 657,50+,Female,Salaried,5L-10L,764
C00658,Customer 658,18-25,Female,Professional,<5L,650
C00659,Customer 659,50+,Male,Business,<5L,452
C00660,Customer 660,50+,Male,Business,<5L,771
C00661,Customer 661,26-35,Male,Salaried,10L-20L,805
C00662,Customer 662,18-25,Female,Business,5L-10L,892
C00663,Customer 663,50+,Female,Business,5L-10L,556
C00664,Customer 664,18-25,Female,Salaried,>20L,618
C00665,Customer 665,50+,Male,Professional,>20L,696
C00666,Customer 666,50+,Male,Business,10L-20L,365
C00667,Customer 667,36-50,Female,Business,<5L,685
C00668,Customer 668,50+,Female,Business,>20L,771
C00669,Customer 669,18-25,Male,Professional,>20L,795
C00670,Customer 670,26-35,Male,Professional,>20L,302
C00671,Customer 671,18-25,Female,Professional,10L-20L,303
C00672,Customer 672,36-50,Female,Business,>20L,670
C00673,Customer 673,26-35,Male,Professional,<5L,351
C00674,Customer 674,36-50,Male,Professional,5L-10L,641
C00675,Customer 675,50+,Female,Retired,<5L,331
C00676,Customer 676,26-35,Female,Business,5L-10L,379
C00677,Customer 677,36-50,Male,Salaried,10L-20L,635
C00678,Customer 678,36-50,Male,Professional,5L-10L,341
C00679,Customer 679,50+,Female,Salaried,10L-20L,355
C00680,Customer 680,26-35,Male,Retired,>20L,306
C00681,Customer 681,26-35,Female,Business,>20L,396
C00682,Customer 682,36-50,Female,Business,<5L,599
C00683,Customer 683,26-35,Male,Professional,<5L,543
C00684,Customer 684,26-35,Male,Retired,10L-20L,476
C00685,Customer 685,36-50,Male,Business,5L-10L,896
C00686,Customer 686,26-35,Male,Salaried,5L-10L,522
C00687,Customer 687,18-25,Female,Professional,5L-10L,493
C00688,Customer 688,50+,Female,Retired,<5L,707
C00689,Customer 689,36-50,Female,Salaried,>20L,526
C00690,Customer 690,50+,Female,Retired,>20L,667
C00691,Customer 691,26-35,Male,Salaried,<5L,709
C00692,Customer 692,50+,Female,Business,5L-10L,579
C00693,Customer 693,50+,Male,Salaried,10L-20L,402
C00694,Customer 694,26-35,Male,Professional,>20L,704
C00695,Customer 695,36-50,Male,Retired,10L-20L,516
C00696,Customer 696,36-50,Female,Business,10L-20L,744
C00697,Customer 697,36-50,Female,Salaried,10L-20L,641
C00698,Customer 698,36-50,Male,Business,<5L,636
C00699,Customer 699,26-35,Female,Salaried,5L-10L,304
C00700,Customer 700,36-50,Male,Salaried,>20L,740
C00701,Customer 701,36-50,Female,Business,10L-20L,440
C00702,Customer 702,50+,Female,Retired,<5L,763
C00703,Customer 703,26-35,Female,Salaried,>20L,851
C00704,Customer 704,26-35,Female,Retired,10L-20L,784
C00705,Customer 705,50+,Male,Business,>20L,844
C00706,Customer 706,50+,Male,Professional,10L-20L,528
C00707,Customer 707,36-50,Male,Business,10L-20L,827
C00708,Customer 708,26-35,Female,Salaried,10L-20L,644
C00709,Customer 709,18-25,Female,Professional,10L-20L,540
C00710,Customer 710,50+,Male,Professional,<5L,882
C00711,Customer 711,18-25,Male,Retired,<5L,608
C00712,Customer 712,18-25,Female,Business,10L-20L,847
C00713,Customer 713,18-25,Male,Retired,5L-10L,638
C00714,Customer 714,36-50,Female,Professional,10L-20L,600
C00715,Customer 715,36-50,Female,Professional,<5L,839
C00716,Customer 716,36-50,Male,Business,5L-10L,421
C00717,Customer 717,18-25,Male,Business,10L-20L,336
C00718,Customer 718,36-50,Female,Business,>20L,596
C00719,Customer 719,26-35,Male,Salaried,10L-20L,665
C00720,Customer 720,50+,Male,Retired,>20L,492
C00721,Customer 721,50+,Male,Salaried,>20L,898
C00722,Customer 722,36-50,Female,Retired,>20L,520
C00723,Customer 723,18-25,Male,Retired,10L-20L,801
C00724,Customer 724,18-25,Female,Business,>20L,500
C00725,Customer 725,50+,Male,Professional,5L-10L,679
C00726,Customer 726,26-35,Male,Retired,10L-20L,517
C00727,Customer 727,26-35,Female,Business,>20L,843
C00728,Customer 728,18-25,Male,Retired,>20L,651
C00729,Customer 729,50+,Female,Business,10L-20L,389
C00730,Customer 730,36-50,Male,Business,10L-20L,668
C00731,Customer 731,26-35,Female,Business,<5L,517
C00732,Customer 732,26-35,Male,Retired,>20L,856
C00733,Customer 733,26-35,Female,Retired,5L-10L,669
C00734,Customer 734,18-25,Female,Salaried,10L-20L,389
C00735,Customer 735,50+,Male,Retired,5L-10L,563
C00736,Customer 736,26-35,Female,Business,5L-10L,736
C00737,Customer 737,26-35,Male,Professional,10L-20L,328
C00738,Customer 738,36-50,Male,Business,<5L,417
C00739,Customer 739,26-35,Male,Retired,>20L,375
C00740,Customer 740,50+,Male,Professional,10L-20L,511
C00741,Customer 741,26-35,Male,Professional,10L-20L,624
C00742,Customer 742,18-25,Male,Salaried,5L-10L,478
C00743,Customer 743,50+,Female,Salaried,5L-10L,337
C00744,Customer 744,18-25,Female,Business,10L-20L,511
C00745,Customer 745,50+,Male,Salaried,5L-10L,607
C00746,Customer 746,50+,Male,Salaried,5L-10L,557
C00747,Customer 747,18-25,Female,Retired,<5L,732
C00748,Customer 748,50+,Female,Business,5L-10L,846
C00749,Customer 749,36-50,Male,Salaried,>20L,525
C00750,Customer 750,18-25,Female,Business,<5L,568
C00751,Customer 751,50+,Female,Retired,<5L,369
C00752,Customer 752,18-25,Male,Professional,<5L,498
C00753,Customer 753,18-25,Male,Professional,>20L,878
C00754,Customer 754,18-25,Female,Professional,<5L,558
C00755,Customer 755,36-50,Male,Business,5L-10L,527
C00756,Customer 756,26-35,Female,Salaried,<5L,419
C00757,Customer 757,18-25,Male,Business,5L-10L,466
C00758,Customer 758,36-50,Male,Salaried,<5L,499
C00759,Customer 759,50+,Female,Business,5L-10L,554
C00760,Customer 760,18-25,Female,Business,10L-20L,427
C00761,Customer 761,50+,Male,Business,>20L,514
C00762,Customer 762,18-25,Male,Business,5L-10L,530
C00763,Customer 763,36-50,Male,Retired,10L-20L,672
C00764,Customer 764,18-25,Female,Professional,>20L,874
C00765,Customer 765,26-35,Female,Professional,10L-20L,425
C00766,Customer 766,36-50,Female,Retired,5L-10L,859
C00767,Customer 767,18-25,Male,Business,>20L,897
C00768,Customer 768,36-50,Male,Retired,5L-10L,585
C00769,Customer 769,26-35,Female,Retired,10L-20L,605
C00770,Customer 770,36-50,Male,Business,<5L,616
C00771,Customer 771,36-50,Male,Professional,<5L,488
C00772,Customer 772,50+,Female,Business,10L-20L,602
C00773,Customer 773,36-50,Female,Retired,>20L,437
C00774,Customer 774,36-50,Female,Professional,5L-10L,343
C00775,Customer 775,18-25,Male,Retired,>20L,478
C00776,Customer 776,26-35,Female,Professional,5L-10L,899
C00777,Customer 777,50+,Male,Professional,5L-10L,444
C00778,Customer 778,50+,Male,Professional,<5L,466
C00779,Customer 779,26-35,Female,Retired,<5L,646
C00780,Customer 780,18-25,Female,Business,10L-20L,653
C00781,Customer 781,36-50,Male,Business,5L-10L,628
C00782,Customer 782,36-50,Female,Salaried,10L-20L,583
C00783,Customer 783,50+,Female,Salaried,5L-10L,607
C00784,Customer 784,26-35,Female,Professional,10L-20L,347
C00785,Customer 785,50+,Male,Retired,>20L,834
C00786,Customer 786,36-50,Female,Business,5L-10L,891
C00787,Customer 787,36-50,Female,Business,5L-10L,509
C00788,Customer 788,26-35,Female,Professional,5L-10L,616
C00789,Customer 789,36-50,Female,Salaried,<5L,732
C00790,Customer 790,18-25,Female,Retired,10L-20L,412
C00791,Customer 791,50+,Female,Business,5L-10L,348
C00792,Customer 792,18-25,Female,Retired,10L-20L,581
C00793,Customer 793,26-35,Female,Business,10L-20L,726
C00794,Customer 794,36-50,Male,Business,10L-20L,828
C00795,Customer 795,36-50,Male,Salaried,10L-20L,482
C00796,Customer 796,18-25,Male,Retired,<5L,573
C00797,Customer 797,18-25,Male,Professional,10L-20L,705
C00798,Customer 798,50+,Female,Professional,>20L,651
C00799,Customer 799,36-50,Female,Professional,>20L,700
C00800,Customer 800,18-25,Male,Retired,<5L,637
C00801,Customer 801,26-35,Female,Professional,10L-20L,632
C00802,Customer 802,26-35,Male,Salaried,5L-10L,527
C00803,Customer 803,50+,Male,Salaried,<5L,505
C00804,Customer 804,50+,Male,Retired,<5L,326
C00805,Customer 805,36-50,Male,Salaried,5L-10L,551
C00806,Customer 806,36-50,Female,Retired,<5L,877
C00807,Customer 807,26-35,Male,Business,>20L,328
C00808,Customer 808,18-25,Female,Professional,>20L,620
C00809,Customer 809,26-35,Female,Salaried,5L-10L,617
C00810,Customer 810,26-35,Female,Business,10L-20L,474
C00811,Customer 811,26-35,Male,Professional,5L-10L,312
C00812,Customer 812,50+,Male,Business,>20L,668
C00813,Customer 813,26-35,Male,Retired,10L-20L,526
C00814,Customer 814,18-25,Female,Professional,>20L,624
C00815,Customer 815,36-50,Female,Business,<5L,897
C00816,Customer 816,18-25,Male,Professional,10L-20L,899
C00817,Customer 817,36-50,Female,Salaried,5L-10L,302
C00818,Customer 818,50+,Male,Professional,10L-20L,702
C00819,Customer 819,26-35,Male,Professional,>20L,629
C00820,Customer 820,26-35,Male,Business,5L-10L,624
C00821,Customer 821,26-35,Male,Professional,>20L,827
C00822,Customer 822,50+,Female,Retired,>20L,360
C00823,Customer 823,50+,Male,Business,10L-20L,807
C00824,Customer 824,50+,Male,Salaried,<5L,890
C00825,Customer 825,36-50,Male,Professional,>20L,455
C00826,Customer 826,50+,Male,Salaried,10L-20L,482
C00827,Customer 827,36-50,Male,Professional,5L-10L,429
C00828,Customer 828,18-25,Female,Business,>20L,646
C00829,Customer 829,26-35,Female,Business,<5L,722
C00830,Customer 830,36-50,Female,Retired,>20L,665
C00831,Customer 831,18-25,Female,Business,10L-20L,617
C00832,Customer 832,18-25,Female,Business,10L-20L,658
C00833,Customer 833,26-35,Male,Professional,5L-10L,579
C00834,Customer 834,26-35,Male,Retired,<5L,723
C00835,Customer 835,36-50,Female,Business,>20L,751
C00836,Customer 836,36-50,Male,Salaried,10L-20L,674
C00837,Customer 837,36-50,Male,Salaried,5L-10L,697
C00838,Customer 838,50+,Male,Professional,<5L,884
C00839,Customer 839,36-50,Female,Salaried,<5L,310
C00840,Customer 840,36-50,Female,Professional,5L-10L,584
C00841,Customer 841,50+,Male,Business,5L-10L,594
C00842,Customer 842,36-50,Female,Retired,5L-10L,407
C00843,Customer 843,26-35,Male,Business,5L-10L,483
C00844,Customer 844,26-35,Female,Business,5L-10L,320
C00845,Customer 845,50+,Female,Retired,<5L,346
C00846,Customer 846,36-50,Female,Professional,5L-10L,316
C00847,Customer 847,36-50,Female,Retired,>20L,330
C00848,Customer 848,26-35,Male,Professional,<5L,344
C00849,Customer 849,26-35,Female,Retired,<5L,871
C00850,Customer 850,26-35,Male,Retired,<5L,765
C00851,Customer 851,50+,Male,Salaried,<5L,552
C00852,Customer 852,36-50,Male,Business,>20L,487
C00853,Customer 853,26-35,Male,Retired,10L-20L,467
C00854,Customer 854,26-35,Male,Retired,>20L,699
C00855,Customer 855,50+,Male,Professional,5L-10L,476
C00856,Customer 856,18-25,Male,Business,>20L,333
C00857,Customer 857,26-35,Male,Business,10L-20L,411
C00858,Customer 858,18-25,Male,Retired,10L-20L,781
C00859,Customer 859,50+,Male,Business,>20L,338
C00860,Customer 860,36-50,Male,Professional,10L-20L,780
C00861,Customer 861,26-35,Female,Business,5L-10L,300
C00862,Customer 862,50+,Female,Salaried,5L-10L,368
C00863,Customer 863,26-35,Male,Retired,10L-20L,447
C00864,Customer 864,18-25,Female,Business,10L-20L,354
C00865,Customer 865,26-35,Female,Retired,>20L,311
C00866,Customer 866,36-50,Female,Business,<5L,516
C00867,Customer 867,36-50,Female,Salaried,10L-20L,794
C00868,Customer 868,26-35,Female,Professional,10L-20L,834
C00869,Customer 869,36-50,Male,Professional,5L-10L,718
C00870,Customer 870,50+,Female,Business,10L-20L,675
C00871,Customer 871,18-25,Female,Business,<5L,405
C00872,Customer 872,26-35,Female,Salaried,<5L,730
C00873,Customer 873,26-35,Male,Professional,>20L,700
C00874,Customer 874,36-50,Female,Professional,>20L,806
C00875,Customer 875,50+,Female,Salaried,>20L,848
C00876,Customer 876,50+,Male,Professional,<5L,643
C00877,Customer 877,50+,Male,Business,>20L,896
C00878,Customer 878,18-25,Female,Business,<5L,774
C00879,Customer 879,26-35,Male,Retired,5L-10L,438
C00880,Customer 880,50+,Male,Business,5L-10L,645
C00881,Customer 881,18-25,Female,Retired,10L-20L,441
C00882,Customer 882,50+,Male,Professional,10L-20L,735
C00883,Customer 883,50+,Male,Business,10L-20L,651
C00884,Customer 884,26-35,Male,Salaried,<5L,712
C00885,Customer 885,18-25,Male,Professional,10L-20L,672
C00886,Customer 886,36-50,Male,Retired,<5L,763
C00887,Customer 887,36-50,Male,Business,10L-20L,328
C00888,Customer 888,18-25,Male,Business,10L-20L,543
C00889,Customer 889,18-25,Female,Salaried,>20L,551
C00890,Customer 890,26-35,Male,Retired,>20L,551
C00891,Customer 891,36-50,Female,Salaried,10L-20L,495
C00892,Customer 892,36-50,Male,Business,10L-20L,900
C00893,Customer 893,36-50,Male,Retired,<5L,369
C00894,Customer 894,36-50,Male,Business,>20L,398
C00895,Customer 895,50+,Male,Salaried,<5L,553
C00896,Customer 896,18-25,Male,Retired,>20L,768
C00897,Customer 897,26-35,Male,Salaried,10L-20L,544
C00898,Customer 898,26-35,Female,Business,>20L,600
C00899,Customer 899,50+,Female,Professional,<5L,330
C00900,Customer 900,50+,Female,Salaried,<5L,856
C00901,Customer 901,26-35,Male,Professional,<5L,342
C00902,Customer 902,36-50,Female,Business,>20L,708
C00903,Customer 903,26-35,Male,Retired,>20L,557
C00904,Customer 904,26-35,Female,Salaried,5L-10L,818
C00905,Customer 905,50+,Female,Business,<5L,701
C00906,Customer 906,18-25,Male,Retired,5L-10L,518
C00907,Customer 907,50+,Male,Professional,10L-20L,382
C00908,Customer 908,50+,Male,Professional,5L-10L,659
C00909,Customer 909,26-35,Female,Retired,<5L,820
C00910,Customer 910,26-35,Male,Retired,5L-10L,597
C00911,Customer 911,36-50,Male,Retired,>20L,607
C00912,Customer 912,36-50,Male,Retired,>20L,567
C00913,Customer 913,18-25,Male,Business,10L-20L,763
C00914,Customer 914,36-50,Female,Salaried,10L-20L,694
C00915,Customer 915,18-25,Male,Professional,>20L,639
C00916,Customer 916,36-50,Male,Salaried,>20L,491
C00917,Customer 917,36-50,Male,Business,10L-20L,514
C00918,Customer 918,18-25,Male,Retired,<5L,872
C00919,Customer 919,50+,Male,Salaried,5L-10L,680
C00920,Customer 920,18-25,Female,Salaried,5L-10L,648
C00921,Customer 921,50+,Male,Business,<5L,719
C00922,Customer 922,50+,Female,Business,10L-20L,543
C00923,Customer 923,26-35,Female,Business,<5L,710
C00924,Customer 924,50+,Female,Retired,>20L,432
C00925,Customer 925,36-50,Male,Business,10L-20L,845
C00926,Customer 926,50+,Female,Retired,>20L,441
C00927,Customer 927,50+,Male,Retired,<5L,695
C00928,Customer 928,50+,Female,Salaried,10L-20L,688
C00929,Customer 929,18-25,Male,Salaried,10L-20L,310
C00930,Customer 930,50+,Female,Salaried,5L-10L,595
C00931,Customer 931,50+,Male,Business,<5L,457
C00932,Customer 932,50+,Male,Professional,5L-10L,695
C00933,Customer 933,26-35,Male,Retired,10L-20L,783
C00934,Customer 934,50+,Male,Business,10L-20L,385
C00935,Customer 935,18-25,Female,Professional,<5L,570
C00936,Customer 936,18-25,Female,Professional,5L-10L,328
C00937,Customer 937,36-50,Female,Professional,>20L,755
C00938,Customer 938,36-50,Male,Retired,>20L,733
C00939,Customer 939,18-25,Male,Professional,<5L,482
C00940,Customer 940,18-25,Male,Professional,10L-20L,667
C00941,Customer 941,50+,Female,Professional,<5L,821
C00942,Customer 942,26-35,Female,Business,5L-10L,602
C00943,Customer 943,26-35,Female,Salaried,10L-20L,649
C00944,Customer 944,26-35,Female,Retired,5L-10L,723
C00945,Customer 945,36-50,Male,Business,>20L,525
C00946,Customer 946,36-50,Female,Business,<5L,556
C00947,Customer 947,36-50,Female,Business,5L-10L,559
C00948,Customer 948,26-35,Female,Salaried,<5L,866
C00949,Customer 949,26-35,Male,Business,>20L,780
C00950,Customer 950,36-50,Female,Professional,10L-20L,392
C00951,Customer 951,26-35,Male,Salaried,10L-20L,336
C00952,Customer 952,18-25,Female,Professional,>20L,519
C00953,Customer 953,26-35,Female,Salaried,>20L,500
C00954,Customer 954,26-35,Male,Business,>20L,519
C00955,Customer 955,36-50,Female,Professional,>20L,654
C00956,Customer 956,36-50,Male,Salaried,10L-20L,452
C00957,Customer 957,50+,Male,Business,>20L,630
C00958,Customer 958,18-25,Male,Professional,10L-20L,884
C00959,Customer 959,26-35,Male,Retired,10L-20L,782
C00960,Customer 960,50+,Male,Business,5L-10L,591
C00961,Customer 961,36-50,Male,Business,10L-20L,650
C00962,Customer 962,26-35,Male,Professional,10L-20L,849
C00963,Customer 963,26-35,Male,Retired,>20L,528
C00964,Customer 964,26-35,Female,Professional,<5L,871
C00965,Customer 965,50+,Female,Retired,10L-20L,471
C00966,Customer 966,26-35,Female,Retired,>20L,879
C00967,Customer 967,18-25,Female,Professional,10L-20L,585
C00968,Customer 968,50+,Male,Professional,10L-20L,605
C00969,Customer 969,18-25,Female,Professional,5L-10L,511
C00970,Customer 970,36-50,Male,Business,10L-20L,526
C00971,Customer 971,50+,Male,Retired,5L-10L,749
C00972,Customer 972,50+,Female,Salaried,5L-10L,373
C00973,Customer 973,36-50,Female,Salaried,<5L,863
C00974,Customer 974,50+,Female,Business,>20L,575
C00975,Customer 975,18-25,Male,Retired,10L-20L,674
C00976,Customer 976,18-25,Male,Professional,10L-20L,869
C00977,Customer 977,50+,Female,Professional,5L-10L,454
C00978,Customer 978,36-50,Male,Business,10L-20L,572
C00979,Customer 979,50+,Female,Retired,10L-20L,335
C00980,Customer 980,26-35,Male,Professional,>20L,442
C00981,Customer 981,50+,Female,Salaried,<5L,719
C00982,Customer 982,18-25,Male,Business,5L-10L,540
C00983,Customer 983,18-25,Male,Business,>20L,684
C00984,Customer 984,18-25,Male,Retired,10L-20L,810
C00985,Customer 985,36-50,Male,Salaried,<5L,848
C00986,Customer 986,50+,Male,Salaried,10L-20L,421
C00987,Customer 987,26-35,Male,Professional,<5L,621
C00988,Customer 988,50+,Female,Salaried,10L-20L,739
C00989,Customer 989,50+,Female,Business,5L-10L,530
C00990,Customer 990,18-25,Male,Professional,<5L,758
C00991,Customer 991,26-35,Male,Salaried,<5L,641
C00992,Customer 992,18-25,Male,Business,>20L,821
C00993,Customer 993,26-35,Male,Salaried,10L-20L,306
C00994,Customer 994,26-35,Male,Retired,<5L,463
C00995,Customer 995,36-50,Male,Retired,>20L,879
C00996,Customer 996,18-25,Female,Professional,10L-20L,497
C00997,Customer 997,36-50,Female,Salaried,<5L,455
C00998,Customer 998,36-50,Male,Retired,>20L,772
C00999,Customer 999,18-25,Female,Business,<5L,814
C01000,Customer 1000,18-25,Male,Professional,10L-20L,750
C01001,Customer 1001,26-35,Male,Professional,>20L,712
C01002,Customer 1002,26-35,Female,Professional,10L-20L,717
C01003,Customer 1003,18-25,Female,Retired,<5L,880
C01004,Customer 1004,18-25,Female,Professional,5L-10L,337
