TransactionID,CustomerID,BranchID,Date,Amount,TransactionType,Channel
T0009490,C02533,B001,2023-07-20 0:00:00,1970332,Deposit,Internet Banking
T0009491,C02752,B006,2025-05-07 0:00:00,1915976,Deposit,Mobile
T0009492,C02075,B001,2024-11-03 0:00:00,354616,Deposit,ATM
T0009493,C00133,B002,2023-09-08 0:00:00,1969795,EMI Payment,Branch
T0009494,C02148,B004,2024-05-28 0:00:00,1093797,Transfer,Branch
T0009495,C00291,B007,2025-04-30 0:00:00,1042221,Withdrawal,Mobile
T0009496,C00945,B005,2023-12-04 0:00:00,1398489,Withdrawal,ATM
T0009497,C00146,B005,2024-01-27 0:00:00,573575,Transfer,Internet Banking
T0009498,C01395,B004,2024-08-03 0:00:00,711527,Deposit,ATM
T0009499,C01998,B006,2023-05-03 0:00:00,39694,Deposit,ATM
T0009500,C02850,B005,2023-10-14 0:00:00,1439135,Transfer,ATM
T0009501,C01796,B004,2023-09-19 0:00:00,1012114,Deposit,Mobile
T0009502,C00822,B003,2024-11-01 0:00:00,1536623,Deposit,Mobile
T0009503,C01281,B005,2025-04-03 0:00:00,1280403,Withdrawal,Branch
T0009504,C02121,B004,2025-06-03 0:00:00,957744,Transfer,ATM
T0009505,C00431,B007,2024-07-31 0:00:00,459290,Withdrawal,Mobile
T0009506,C00364,B004,2023-03-31 0:00:00,118907,Deposit,Branch
T0009507,C02093,B001,2023-08-23 0:00:00,1330644,Withdrawal,Internet Banking
T0009508,C00543,B005,2023-04-17 0:00:00,1305562,Withdrawal,Mobile
T0009509,C01098,B002,2025-10-01 0:00:00,59568,Deposit,Branch
T0009510,C00072,B004,2025-08-13 0:00:00,259138,Withdrawal,ATM
T0009511,C02109,B008,2024-10-12 0:00:00,215433,Withdrawal,Internet Banking
T0009512,C00925,B006,2023-08-22 0:00:00,1219276,EMI Payment,ATM
T0009513,C01747,B001,2023-11-14 0:00:00,534222,Withdrawal,ATM
T0009514,C02612,B001,2024-05-21 0:00:00,1464176,EMI Payment,Internet Banking
T0009515,C00078,B006,2023-02-18 0:00:00,1531007,EMI Payment,Mobile
T0009516,C02672,B004,2025-07-17 0:00:00,802108,Withdrawal,Mobile
T0009517,C00148,B008,2023-12-22 0:00:00,355661,Withdrawal,Internet Banking
T0009518,C00572,B005,2024-06-28 0:00:00,527167,Deposit,Branch
T0009519,C02097,B008,2024-06-10 0:00:00,223301,Deposit,Mobile
T0009520,C01320,B006,2024-06-25 0:00:00,535437,EMI Payment,Internet Banking
T0009521,C02241,B002,2024-11-01 0:00:00,118695,Transfer,Mobile
T0009522,C00369,B002,2023-10-21 0:00:00,1896271,Transfer,Internet Banking
T0009523,C02124,B006,2024-05-15 0:00:00,320918,Withdrawal,Internet Banking
T0009524,C01488,B008,2024-02-26 0:00:00,370475,Deposit,Internet Banking
T0009525,C00592,B005,2024-09-07 0:00:00,438293,Withdrawal,Internet Banking
T0009526,C02820,B003,2025-05-28 0:00:00,1155002,EMI Payment,ATM
T0009527,C02244,B004,2023-12-25 0:00:00,628686,Deposit,Branch
T0009528,C01736,B005,2025-08-05 0:00:00,819029,EMI Payment,ATM
T0009529,C00489,B005,2023-05-27 0:00:00,1621138,Transfer,Internet Banking
T0009530,C01527,B008,2024-10-18 0:00:00,26719,Withdrawal,ATM
T0009531,C02587,B001,2023-02-20 0:00:00,850296,Withdrawal,Branch
T0009532,C00188,B003,2023-05-29 0:00:00,1182326,EMI Payment,ATM
T0009533,C02565,B003,2025-02-13 0:00:00,1243235,Deposit,Mobile
T0009534,C01816,B003,2025-10-12 0:00:00,605939,Transfer,Internet Banking
T0009535,C00287,B007,2024-01-30 0:00:00,1144393,Deposit,Branch
T0009536,C01755,B006,2025-01-16 0:00:00,1870758,Transfer,ATM
T0009537,C00163,B008,2025-10-26 0:00:00,665375,EMI Payment,ATM
T0009538,C02718,B008,2023-06-16 0:00:00,1606848,EMI Payment,Branch
T0009539,C00060,B004,2023-12-28 0:00:00,1644591,Transfer,Internet Banking
T0009540,C00066,B002,2023-10-26 0:00:00,1494480,Withdrawal,ATM
T0009541,C00790,B002,2025-02-06 0:00:00,857434,Withdrawal,Branch
T0009542,C01643,B001,2024-08-19 0:00:00,1501393,Transfer,Internet Banking
T0009543,C02410,B005,2023-02-14 0:00:00,460786,EMI Payment,ATM
T0009544,C00348,B003,2023-02-27 0:00:00,1926820,Withdrawal,Mobile
T0009545,C02634,B004,2023-09-08 0:00:00,1805553,EMI Payment,Mobile
T0009546,C01994,B006,2024-03-28 0:00:00,374435,Withdrawal,Internet Banking
T0009547,C00080,B002,2024-07-10 0:00:00,847301,EMI Payment,Mobile
T0009548,C01194,B002,2023-04-10 0:00:00,354060,Transfer,Mobile
T0009549,C02713,B001,2023-10-20 0:00:00,1122054,Deposit,Internet Banking
T0009550,C02078,B002,2023-12-29 0:00:00,1654274,Deposit,Internet Banking
T0009551,C01323,B006,2025-05-17 0:00:00,784483,Withdrawal,Mobile
T0009552,C01782,B002,2024-10-04 0:00:00,372719,Deposit,Mobile
T0009553,C01200,B006,2024-10-12 0:00:00,1689934,Transfer,Branch
T0009554,C02967,B008,2025-12-11 0:00:00,1581564,Transfer,Branch
T0009555,C02518,B001,2023-05-18 0:00:00,1571895,Transfer,Internet Banking
T0009556,C02874,B003,2024-09-16 0:00:00,1298167,Transfer,Mobile
T0009557,C02077,B008,2025-09-16 0:00:00,226740,Transfer,Mobile
T0009558,C02031,B005,2023-12-28 0:00:00,1794781,Deposit,Branch
T0009559,C01849,B002,2025-10-13 0:00:00,1181016,Withdrawal,Internet Banking
T0009560,C00543,B005,2023-01-24 0:00:00,882892,Deposit,ATM
T0009561,C01814,B007,2025-06-09 0:00:00,954655,Deposit,ATM
T0009562,C00542,B007,2025-04-27 0:00:00,1575465,EMI Payment,ATM
T0009563,C02378,B002,2024-02-11 0:00:00,310132,EMI Payment,Mobile
T0009564,C01940,B006,2024-10-03 0:00:00,361989,EMI Payment,Mobile
T0009565,C02580,B006,2024-08-10 0:00:00,858339,Deposit,Branch
T0009566,C01969,B001,2025-08-14 0:00:00,1480883,Withdrawal,Mobile
T0009567,C00404,B005,2023-07-31 0:00:00,1250367,Transfer,Internet Banking
T0009568,C01042,B004,2023-05-16 0:00:00,960663,Transfer,Internet Banking
T0009569,C01237,B006,2025-12-24 0:00:00,1684516,EMI Payment,ATM
T0009570,C00386,B004,2024-11-15 0:00:00,1329532,EMI Payment,Internet Banking
T0009571,C01907,B001,2023-05-11 0:00:00,1546458,Transfer,Mobile
T0009572,C00833,B004,2024-01-16 0:00:00,87419,EMI Payment,Mobile
T0009573,C01091,B003,2025-02-15 0:00:00,1488882,Transfer,Internet Banking
T0009574,C01342,B004,2024-09-01 0:00:00,1553045,Deposit,ATM
T0009575,C02212,B001,2025-03-24 0:00:00,839899,EMI Payment,Mobile
T0009576,C01345,B006,2025-12-08 0:00:00,1300470,Deposit,ATM
T0009577,C00200,B008,2024-01-06 0:00:00,756594,EMI Payment,Mobile
T0009578,C01198,B001,2025-02-25 0:00:00,846818,Transfer,Mobile
T0009579,C02131,B006,2023-02-26 0:00:00,1583274,Withdrawal,Internet Banking
T0009580,C01325,B002,2024-08-16 0:00:00,1502144,Withdrawal,Branch
T0009581,C00723,B003,2025-09-12 0:00:00,628873,Deposit,Internet Banking
T0009582,C00335,B005,2024-01-21 0:00:00,1843876,Withdrawal,ATM
T0009583,C01560,B002,2024-03-04 0:00:00,699869,Transfer,Mobile
T0009584,C01772,B001,2023-12-25 0:00:00,1451976,EMI Payment,ATM
T0009585,C01176,B003,2025-07-25 0:00:00,447573,Transfer,Internet Banking
T0009586,C02235,B006,2024-02-06 0:00:00,710233,Withdrawal,ATM
T0009587,C01340,B008,2023-11-27 0:00:00,1798897,EMI Payment,Internet Banking
T0009588,C00494,B002,2023-01-13 0:00:00,452640,Withdrawal,Branch
T0009589,C01292,B006,2025-05-14 0:00:00,1931012,EMI Payment,ATM
T0009590,C00324,B006,2025-02-21 0:00:00,96261,EMI Payment,ATM
T0009591,C01335,B005,2025-01-27 0:00:00,1577934,Withdrawal,ATM
T0009592,C01981,B005,2025-11-09 0:00:00,22837,Deposit,Mobile
T0009593,C00797,B003,2025-06-20 0:00:00,163880,EMI Payment,Mobile
T0009594,C00393,B006,2024-06-18 0:00:00,1827793,EMI Payment,Branch
T0009595,C01940,B004,2025-09-25 0:00:00,1518075,Withdrawal,Branch
T0009596,C02584,B001,2025-03-02 0:00:00,1349055,Deposit,ATM
T0009597,C01231,B005,2024-08-25 0:00:00,1152365,Deposit,Branch
T0009598,C01894,B008,2024-04-06 0:00:00,1172645,Deposit,Branch
T0009599,C02410,B007,2024-08-22 0:00:00,284435,Deposit,Internet Banking
T0009600,C00471,B003,2023-12-19 0:00:00,1951278,EMI Payment,ATM
T0009601,C01762,B005,2025-02-09 0:00:00,1549677,Deposit,Internet Banking
T0009602,C00821,B003,2024-05-30 0:00:00,356029,Transfer,Mobile
T0009603,C00286,B002,2024-08-05 0:00:00,1263046,Deposit,Branch
T0009604,C02069,B001,2024-08-30 0:00:00,253941,EMI Payment,ATM
T0009605,C01068,B004,2023-03-15 0:00:00,1279474,EMI Payment,ATM
T0009606,C01708,B004,2024-06-29 0:00:00,1571496,EMI Payment,Internet Banking
T0009607,C02007,B002,2025-02-04 0:00:00,1327583,EMI Payment,Branch
T0009608,C01265,B006,2024-07-29 0:00:00,1007313,EMI Payment,Branch
T0009609,C01078,B003,2024-07-11 0:00:00,1121612,Withdrawal,ATM
T0009610,C01060,B008,2024-01-03 0:00:00,88922,EMI Payment,Internet Banking
T0009611,C02728,B008,2025-10-29 0:00:00,1390700,Withdrawal,Branch
T0009612,C01817,B003,2024-04-17 0:00:00,1443307,Transfer,ATM
T0009613,C00133,B004,2025-05-16 0:00:00,1153348,EMI Payment,Branch
T0009614,C01414,B005,2023-01-24 0:00:00,762598,Withdrawal,Branch
T0009615,C00926,B005,2024-12-08 0:00:00,24477,Transfer,Internet Banking
T0009616,C00596,B002,2023-05-08 0:00:00,876314,EMI Payment,ATM
T0009617,C00745,B003,2025-05-08 0:00:00,344428,Transfer,Internet Banking
T0009618,C01999,B008,2023-12-05 0:00:00,603959,EMI Payment,Mobile
T0009619,C00411,B003,2023-06-29 0:00:00,1833263,Transfer,Branch
T0009620,C02204,B004,2025-11-16 0:00:00,1248698,Withdrawal,Mobile
T0009621,C02674,B003,2023-09-23 0:00:00,630246,EMI Payment,ATM
T0009622,C01610,B007,2025-03-08 0:00:00,1780459,EMI Payment,Branch
T0009623,C00271,B007,2024-11-15 0:00:00,653051,Withdrawal,Mobile
T0009624,C02609,B003,2025-06-08 0:00:00,1945309,EMI Payment,Branch
T0009625,C01410,B001,2023-01-05 0:00:00,1850451,Deposit,ATM
T0009626,C00834,B007,2024-12-13 0:00:00,443450,Withdrawal,Branch
T0009627,C01690,B007,2024-11-16 0:00:00,1940865,EMI Payment,Mobile
T0009628,C00607,B007,2023-09-28 0:00:00,1337384,EMI Payment,Internet Banking
T0009629,C02726,B005,2024-12-18 0:00:00,47920,Transfer,Branch
T0009630,C01604,B005,2024-12-30 0:00:00,344918,Deposit,Internet Banking
T0009631,C01598,B008,2025-04-10 0:00:00,1112378,Transfer,Mobile
T0009632,C02396,B007,2023-05-14 0:00:00,1326797,Withdrawal,Internet Banking
T0009633,C01247,B007,2024-03-18 0:00:00,1190312,Withdrawal,ATM
T0009634,C01662,B007,2023-07-22 0:00:00,20007,Withdrawal,Mobile
T0009635,C01819,B004,2023-01-29 0:00:00,1127596,Transfer,Internet Banking
T0009636,C02133,B001,2023-12-01 0:00:00,1257327,EMI Payment,Internet Banking
T0009637,C01053,B001,2023-04-19 0:00:00,1808785,EMI Payment,ATM
T0009638,C01055,B001,2025-10-16 0:00:00,160174,Transfer,Branch
T0009639,C02393,B005,2023-07-04 0:00:00,1607493,Deposit,Branch
T0009640,C00770,B002,2025-07-04 0:00:00,1514912,Withdrawal,Branch
T0009641,C02809,B002,2023-09-30 0:00:00,303497,EMI Payment,Internet Banking
T0009642,C00810,B008,2024-08-10 0:00:00,641473,EMI Payment,Internet Banking
T0009643,C01782,B001,2023-09-29 0:00:00,890841,Transfer,Mobile
T0009644,C01054,B001,2024-06-02 0:00:00,1383992,Deposit,Mobile
T0009645,C02091,B005,2025-05-18 0:00:00,1836403,Deposit,Mobile
T0009646,C02090,B008,2025-08-25 0:00:00,647824,Deposit,ATM
T0009647,C00579,B003,2024-05-05 0:00:00,84604,Transfer,Mobile
T0009648,C02810,B005,2023-10-22 0:00:00,1742989,Withdrawal,Mobile
T0009649,C02010,B004,2024-04-07 0:00:00,418281,Deposit,Branch
T0009650,C00722,B007,2024-12-26 0:00:00,1915806,Withdrawal,Internet Banking
T0009651,C02956,B005,2023-04-07 0:00:00,564783,Deposit,Branch
T0009652,C02890,B005,2023-04-03 0:00:00,1521672,EMI Payment,ATM
T0009653,C02341,B002,2024-04-23 0:00:00,1099437,EMI Payment,ATM
T0009654,C02725,B006,2025-07-04 0:00:00,1234679,Withdrawal,ATM
T0009655,C00660,B005,2024-11-13 0:00:00,1118310,Deposit,Internet Banking
T0009656,C00657,B006,2025-05-11 0:00:00,919009,EMI Payment,Branch
T0009657,C01880,B002,2024-03-30 0:00:00,1675793,EMI Payment,Branch
T0009658,C00322,B008,2023-02-19 0:00:00,1301904,Transfer,Mobile
T0009659,C01843,B007,2024-12-20 0:00:00,1472003,Deposit,Internet Banking
T0009660,C02010,B002,2023-08-03 0:00:00,710147,EMI Payment,ATM
T0009661,C01012,B005,2025-07-12 0:00:00,221300,Transfer,ATM
T0009662,C00715,B007,2024-03-23 0:00:00,223583,EMI Payment,Internet Banking
T0009663,C02472,B001,2023-01-31 0:00:00,685888,Withdrawal,ATM
T0009664,C02629,B001,2024-02-13 0:00:00,596718,EMI Payment,ATM
T0009665,C02647,B006,2025-08-01 0:00:00,1283588,EMI Payment,Mobile
T0009666,C01444,B002,2023-01-10 0:00:00,519794,Deposit,ATM
T0009667,C01584,B001,2024-06-01 0:00:00,1127246,Deposit,Mobile
T0009668,C02636,B008,2023-02-07 0:00:00,1792556,Deposit,ATM
T0009669,C01014,B002,2023-03-18 0:00:00,636430,Transfer,Branch
T0009670,C02377,B002,2024-08-22 0:00:00,1107659,Deposit,Branch
T0009671,C01419,B003,2023-10-05 0:00:00,398298,Transfer,ATM
T0009672,C01360,B002,2025-05-10 0:00:00,1215358,Withdrawal,Branch
T0009673,C02352,B001,2025-04-16 0:00:00,877921,EMI Payment,Branch
T0009674,C00951,B006,2024-07-11 0:00:00,800033,Withdrawal,Branch
T0009675,C02145,B002,2024-12-19 0:00:00,43231,EMI Payment,Branch
T0009676,C00543,B007,2023-12-10 0:00:00,1142993,Transfer,ATM
T0009677,C01741,B007,2025-02-01 0:00:00,54576,EMI Payment,ATM
T0009678,C01012,B004,2024-08-22 0:00:00,1367919,Withdrawal,ATM
T0009679,C01991,B005,2024-01-12 0:00:00,1127982,Deposit,Branch
T0009680,C02904,B008,2024-09-30 0:00:00,1158338,EMI Payment,Mobile
T0009681,C02213,B003,2024-12-20 0:00:00,1589362,Transfer,Internet Banking
T0009682,C02920,B002,2023-03-08 0:00:00,1210242,Deposit,Internet Banking
T0009683,C00382,B006,2023-01-02 0:00:00,1367247,Deposit,Internet Banking
T0009684,C01935,B002,2024-01-20 0:00:00,1249496,Transfer,Branch
T0009685,C01334,B001,2025-10-31 0:00:00,1296487,Transfer,Internet Banking
T0009686,C02770,B007,2024-04-08 0:00:00,844953,Deposit,ATM
T0009687,C02357,B003,2023-02-07 0:00:00,803013,Deposit,ATM
T0009688,C00308,B002,2025-05-24 0:00:00,1243907,Transfer,ATM
T0009689,C00681,B006,2024-02-23 0:00:00,1699476,Transfer,ATM
T0009690,C01523,B004,2024-09-07 0:00:00,1096130,Withdrawal,ATM
T0009691,C00378,B007,2025-05-15 0:00:00,1265106,EMI Payment,Branch
T0009692,C00321,B003,2023-08-13 0:00:00,589829,Deposit,Branch
T0009693,C02461,B004,2024-11-09 0:00:00,1595780,Deposit,ATM
T0009694,C01636,B001,2024-12-01 0:00:00,1305773,Transfer,Branch
T0009695,C01473,B003,2025-12-02 0:00:00,772721,EMI Payment,ATM
T0009696,C01738,B005,2023-09-29 0:00:00,1198835,EMI Payment,ATM
T0009697,C02755,B007,2025-01-13 0:00:00,567305,EMI Payment,Internet Banking
T0009698,C02500,B006,2025-01-15 0:00:00,1772903,Transfer,Branch
T0009699,C01757,B002,2023-05-19 0:00:00,1690971,Transfer,Branch
T0009700,C01375,B005,2023-03-07 0:00:00,1499542,EMI Payment,Internet Banking
T0009701,C00225,B001,2025-05-09 0:00:00,1775302,Transfer,Mobile
T0009702,C01032,B001,2025-10-05 0:00:00,492653,EMI Payment,Internet Banking
T0009703,C01403,B001,2024-09-25 0:00:00,256097,Deposit,Mobile
T0009704,C02225,B006,2024-08-15 0:00:00,757508,Deposit,Branch
T0009705,C01413,B004,2023-09-13 0:00:00,1986114,Withdrawal,ATM
T0009706,C00313,B003,2024-06-10 0:00:00,1604393,EMI Payment,Branch
T0009707,C01753,B005,2024-09-29 0:00:00,518288,Deposit,Branch
T0009708,C02901,B007,2025-05-09 0:00:00,345129,Deposit,Internet Banking
T0009709,C00019,B002,2024-02-02 0:00:00,266335,Deposit,Internet Banking
T0009710,C01632,B003,2024-08-04 0:00:00,212222,EMI Payment,Internet Banking
T0009711,C01778,B003,2025-04-16 0:00:00,1895864,Transfer,Mobile
T0009712,C00957,B004,2024-03-17 0:00:00,290635,Withdrawal,Branch
T0009713,C02058,B002,2025-07-14 0:00:00,791905,EMI Payment,Internet Banking
T0009714,C02113,B006,2023-01-17 0:00:00,1980234,EMI Payment,Internet Banking
T0009715,C00815,B001,2023-09-03 0:00:00,1310127,Withdrawal,Internet Banking
T0009716,C00187,B006,2023-01-10 0:00:00,1882550,EMI Payment,Branch
T0009717,C02478,B004,2024-11-22 0:00:00,494068,EMI Payment,Branch
T0009718,C02203,B003,2025-05-01 0:00:00,1397621,Withdrawal,Branch
T0009719,C00955,B005,2024-02-06 0:00:00,341789,Withdrawal,ATM
T0009720,C01260,B006,2023-05-29 0:00:00,280478,Withdrawal,Branch
T0009721,C01171,B002,2025-12-20 0:00:00,141137,Transfer,Branch
T0009722,C02515,B008,2025-03-12 0:00:00,1972664,Withdrawal,ATM
T0009723,C00459,B003,2024-09-09 0:00:00,1904725,EMI Payment,ATM
T0009724,C00727,B006,2023-03-12 0:00:00,1548582,Deposit,Internet Banking
T0009725,C02399,B007,2024-09-15 0:00:00,1443508,Deposit,Mobile
T0009726,C01465,B001,2023-01-25 0:00:00,1107280,EMI Payment,ATM
T0009727,C00523,B006,2025-10-26 0:00:00,1863836,Deposit,Branch
T0009728,C00226,B006,2025-04-01 0:00:00,124737,Transfer,ATM
T0009729,C01495,B002,2025-01-30 0:00:00,946124,Withdrawal,Branch
T0009730,C02844,B007,2023-08-26 0:00:00,1878956,EMI Payment,ATM
T0009731,C01866,B008,2025-10-17 0:00:00,1979419,EMI Payment,ATM
T0009732,C00864,B003,2024-11-06 0:00:00,1383725,Deposit,Mobile
T0009733,C01033,B004,2023-03-28 0:00:00,152021,Withdrawal,Internet Banking
T0009734,C00577,B006,2023-11-08 0:00:00,702441,EMI Payment,Branch
T0009735,C02782,B007,2025-06-20 0:00:00,1284106,EMI Payment,Internet Banking
T0009736,C02953,B001,2025-10-02 0:00:00,1893664,Deposit,Internet Banking
T0009737,C00303,B008,2024-09-19 0:00:00,167890,Deposit,Internet Banking
T0009738,C01436,B007,2024-03-07 0:00:00,505552,Transfer,Mobile
T0009739,C01463,B003,2024-06-06 0:00:00,221368,EMI Payment,Internet Banking
T0009740,C01629,B001,2023-07-08 0:00:00,1447806,Deposit,Mobile
T0009741,C00612,B006,2023-04-13 0:00:00,1609873,Withdrawal,Branch
T0009742,C00056,B003,2023-03-30 0:00:00,1328712,Transfer,Internet Banking
T0009743,C00276,B004,2025-02-14 0:00:00,879789,Deposit,Branch
T0009744,C01183,B006,2024-01-18 0:00:00,1992088,Transfer,ATM
T0009745,C02136,B007,2023-01-26 0:00:00,246922,Withdrawal,Mobile
T0009746,C02878,B003,2025-11-10 0:00:00,1436691,Transfer,Internet Banking
T0009747,C00455,B005,2023-11-02 0:00:00,503913,Withdrawal,Branch
T0009748,C02471,B004,2025-11-20 0:00:00,1590812,Deposit,Internet Banking
T0009749,C00850,B001,2025-01-24 0:00:00,443557,Deposit,Internet Banking
T0009750,C01876,B007,2025-08-24 0:00:00,1862848,Withdrawal,Mobile
T0009751,C00288,B004,2023-01-07 0:00:00,1835913,Transfer,Branch
T0009752,C01673,B008,2025-06-19 0:00:00,1899140,Deposit,ATM
T0009753,C01849,B007,2024-05-20 0:00:00,1457451,Transfer,Branch
T0009754,C02977,B001,2024-01-31 0:00:00,883007,Deposit,Internet Banking
T0009755,C00468,B003,2024-07-02 0:00:00,1578319,Withdrawal,Mobile
T0009756,C00510,B008,2024-12-15 0:00:00,403723,Withdrawal,Branch
T0009757,C02783,B008,2023-09-07 0:00:00,1293561,Withdrawal,Internet Banking
T0009758,C00172,B005,2024-01-27 0:00:00,1206643,Withdrawal,ATM
T0009759,C01485,B008,2023-09-24 0:00:00,1865866,Withdrawal,ATM
T0009760,C02693,B003,2023-04-04 0:00:00,385518,Withdrawal,Mobile
T0009761,C00361,B001,2024-10-19 0:00:00,551865,EMI Payment,Internet Banking
T0009762,C00681,B007,2025-08-11 0:00:00,1253157,EMI Payment,Branch
T0009763,C01743,B008,2024-10-24 0:00:00,454313,EMI Payment,Internet Banking
T0009764,C00295,B007,2025-07-24 0:00:00,1288074,Transfer,Branch
T0009765,C01412,B004,2024-07-04 0:00:00,1792650,Transfer,Branch
T0009766,C02710,B003,2025-04-02 0:00:00,859427,EMI Payment,Branch
T0009767,C02449,B001,2023-11-05 0:00:00,1562646,EMI Payment,Mobile
T0009768,C00032,B007,2023-10-03 0:00:00,1170614,Transfer,Internet Banking
T0009769,C02973,B004,2024-04-18 0:00:00,1572150,EMI Payment,ATM
T0009770,C02581,B005,2024-09-17 0:00:00,380684,Withdrawal,ATM
T0009771,C01047,B003,2023-03-16 0:00:00,573060,Transfer,Internet Banking
T0009772,C01133,B001,2024-04-17 0:00:00,1355065,Deposit,ATM
T0009773,C01709,B007,2023-11-01 0:00:00,1045286,Withdrawal,Internet Banking
T0009774,C00711,B005,2023-05-02 0:00:00,1981007,Transfer,Branch
T0009775,C02858,B001,2025-10-23 0:00:00,883478,Deposit,Branch
T0009776,C02134,B002,2025-07-28 0:00:00,643972,Withdrawal,Internet Banking
T0009777,C02960,B002,2023-04-14 0:00:00,950839,Transfer,Branch
T0009778,C00886,B004,2023-12-20 0:00:00,67688,EMI Payment,Internet Banking
T0009779,C02705,B005,2025-12-20 0:00:00,543001,Transfer,ATM
T0009780,C00231,B006,2025-07-27 0:00:00,815700,Transfer,Mobile
T0009781,C02977,B001,2024-02-12 0:00:00,470000,EMI Payment,Mobile
T0009782,C01795,B006,2024-05-27 0:00:00,698636,Deposit,Internet Banking
T0009783,C02570,B005,2023-04-27 0:00:00,561203,EMI Payment,Branch
T0009784,C02637,B007,2023-12-18 0:00:00,259011,Deposit,Branch
T0009785,C00328,B001,2025-01-03 0:00:00,408573,Withdrawal,Branch
T0009786,C01724,B001,2025-06-12 0:00:00,1826981,Deposit,ATM
T0009787,C00679,B001,2025-04-27 0:00:00,1633288,Deposit,Internet Banking
T0009788,C01567,B008,2024-04-15 0:00:00,1167473,Transfer,Branch
T0009789,C00231,B005,2025-02-15 0:00:00,1453976,EMI Payment,ATM
T0009790,C02430,B008,2023-09-18 0:00:00,1220473,EMI Payment,Branch
T0009791,C01206,B006,2025-12-05 0:00:00,1685337,Deposit,Branch
T0009792,C00027,B008,2023-12-07 0:00:00,1502565,Deposit,ATM
T0009793,C01842,B003,2024-08-29 0:00:00,173379,Deposit,Branch
T0009794,C01277,B007,2025-12-08 0:00:00,747257,Deposit,Internet Banking
T0009795,C00528,B001,2024-03-31 0:00:00,769258,Withdrawal,ATM
T0009796,C00286,B001,2023-03-27 0:00:00,508623,Withdrawal,ATM
T0009797,C02703,B005,2025-11-18 0:00:00,1947861,Transfer,Internet Banking
T0009798,C01236,B008,2025-03-30 0:00:00,425185,Deposit,Internet Banking
T0009799,C00222,B003,2024-12-24 0:00:00,943578,EMI Payment,ATM
T0009800,C02952,B005,2023-11-12 0:00:00,559169,EMI Payment,Internet Banking
T0009801,C00338,B001,2025-03-06 0:00:00,476207,Deposit,ATM
T0009802,C02616,B003,2025-09-08 0:00:00,1545750,Withdrawal,Branch
T0009803,C01387,B003,2023-03-11 0:00:00,6227,EMI Payment,Internet Banking
T0009804,C01273,B004,2023-03-29 0:00:00,360759,EMI Payment,Internet Banking
T0009805,C02131,B001,2024-02-18 0:00:00,323911,Transfer,Internet Banking
T0009806,C00209,B003,2024-06-14 0:00:00,1082853,Withdrawal,ATM
T0009807,C02595,B002,2025-12-02 0:00:00,372892,Deposit,Internet Banking
T0009808,C00345,B005,2024-12-13 0:00:00,452491,Transfer,Mobile
T0009809,C00572,B003,2024-12-24 0:00:00,1973818,Withdrawal,Mobile
T0009810,C02167,B001,2023-06-08 0:00:00,729923,Withdrawal,Branch
T0009811,C01154,B003,2023-06-13 0:00:00,501527,Transfer,Mobile
T0009812,C00072,B001,2024-07-12 0:00:00,157384,Withdrawal,Branch
T0009813,C01418,B007,2023-05-30 0:00:00,910098,Withdrawal,Mobile
T0009814,C01143,B006,2023-07-26 0:00:00,27858,Deposit,ATM
T0009815,C00906,B002,2023-07-22 0:00:00,377796,EMI Payment,ATM
T0009816,C01956,B002,2025-11-01 0:00:00,238283,Withdrawal,Branch
T0009817,C00784,B008,2023-04-12 0:00:00,1647113,EMI Payment,ATM
T0009818,C02612,B002,2025-07-25 0:00:00,825951,EMI Payment,ATM
T0009819,C01417,B006,2024-11-15 0:00:00,1384785,EMI Payment,Mobile
T0009820,C00924,B005,2023-02-28 0:00:00,871309,Transfer,Branch
T0009821,C01376,B002,2024-01-19 0:00:00,835672,Withdrawal,Internet Banking
T0009822,C00979,B003,2023-01-27 0:00:00,244647,Withdrawal,Internet Banking
T0009823,C00715,B007,2024-08-10 0:00:00,1464699,EMI Payment,Branch
T0009824,C02927,B007,2025-04-04 0:00:00,883949,Transfer,Branch
T0009825,C01090,B002,2023-10-30 0:00:00,1956221,Deposit,ATM
T0009826,C00845,B002,2024-08-18 0:00:00,777416,Withdrawal,Branch
T0009827,C02412,B004,2023-07-12 0:00:00,240821,EMI Payment,Branch
T0009828,C00455,B003,2024-06-10 0:00:00,1198406,Withdrawal,Mobile
T0009829,C00249,B001,2023-10-17 0:00:00,781256,Deposit,Branch
T0009830,C01042,B008,2024-03-08 0:00:00,413828,Withdrawal,Mobile
T0009831,C00899,B001,2024-09-26 0:00:00,1220094,Transfer,Branch
T0009832,C01969,B005,2025-07-12 0:00:00,180377,Deposit,Branch
T0009833,C00309,B001,2024-12-15 0:00:00,1908032,EMI Payment,Mobile
T0009834,C00757,B004,2024-01-16 0:00:00,886421,Deposit,Mobile
T0009835,C01062,B004,2025-07-13 0:00:00,1633564,Transfer,Branch
T0009836,C01685,B007,2023-10-24 0:00:00,1958934,Deposit,Internet Banking
T0009837,C00263,B005,2024-07-27 0:00:00,611137,Withdrawal,Mobile
T0009838,C02819,B001,2025-02-08 0:00:00,838115,Withdrawal,Branch
T0009839,C02226,B001,2024-10-20 0:00:00,483485,Deposit,ATM
T0009840,C00104,B001,2025-10-26 0:00:00,725807,Deposit,ATM
T0009841,C02509,B001,2023-08-04 0:00:00,1893122,Transfer,Mobile
T0009842,C00350,B002,2024-02-05 0:00:00,683516,Deposit,Internet Banking
