AlertID,CustomerID,BranchID,Date,AlertType,AlertAmount,RiskRating,Status
A000342,C01648,B007,2025-09-20 0:00:00,IFTR,6950674,Low,Open
A000343,C01774,B004,2025-09-25 0:00:00,Structuring,1633211,High,Closed
A000344,C00746,B006,2023-05-16 0:00:00,Suspicious Activity,1849343,Low,Open
A000345,C01503,B007,2023-10-09 0:00:00,CTR,9927111,Medium,Open
A000346,C01882,B006,2024-02-13 0:00:00,Structuring,1722258,Medium,Open
A000347,C02497,B006,2024-11-03 0:00:00,IFTR,452971,High,Closed
A000348,C01727,B004,2024-01-17 0:00:00,CTR,3486103,Medium,Open
A000349,C01795,B007,2025-07-25 0:00:00,IFTR,4495853,Medium,Open
A000350,C01849,B002,2025-10-19 0:00:00,CTR,8101662,Medium,Closed
A000351,C00960,B003,2023-10-26 0:00:00,CTR,967655,Low,Closed
A000352,C00771,B001,2023-12-10 0:00:00,IFTR,4283170,Low,Closed
A000353,C02636,B008,2023-09-05 0:00:00,IFTR,5372663,High,Under Review
A000354,C01470,B003,2024-11-11 0:00:00,CTR,2012683,Medium,Closed
A000355,C01386,B001,2023-08-20 0:00:00,CTR,6356027,High,Under Review
A000356,C02983,B005,2025-05-17 0:00:00,CTR,4692250,Low,Under Review
A000357,C00876,B007,2025-01-18 0:00:00,Structuring,6077302,Low,Closed
A000358,C00759,B008,2023-07-10 0:00:00,CTR,421394,Medium,Open
A000359,C00129,B004,2024-05-26 0:00:00,CTR,9741077,High,Closed
A000360,C00914,B008,2024-03-24 0:00:00,IFTR,7619017,Medium,Closed
A000361,C01901,B008,2023-09-03 0:00:00,CTR,9320773,Medium,Closed
A000362,C00921,B008,2025-06-30 0:00:00,CTR,8485216,Low,Open
A000363,C01857,B004,2023-03-19 0:00:00,Structuring,71141,Medium,Open
A000364,C00611,B004,2025-08-19 0:00:00,Structuring,5993166,Low,Open
A000365,C02262,B007,2023-09-18 0:00:00,Suspicious Activity,3448269,Low,Closed
A000366,C00977,B004,2024-04-25 0:00:00,IFTR,6138252,High,Closed
A000367,C02162,B007,2024-11-09 0:00:00,Structuring,8059753,High,Open
A000368,C02710,B001,2023-12-21 0:00:00,Suspicious Activity,2298606,Medium,Open
A000369,C02639,B007,2024-06-01 0:00:00,Suspicious Activity,7011451,High,Open
A000370,C02414,B001,2023-06-27 0:00:00,Suspicious Activity,5725919,Low,Under Review
A000371,C01676,B007,2023-04-06 0:00:00,IFTR,7602829,High,Open
A000372,C02673,B007,2024-12-24 0:00:00,Structuring,2806626,Low,Under Review
A000373,C01534,B007,2024-10-09 0:00:00,IFTR,4625690,Medium,Under Review
A000374,C01083,B004,2023-07-05 0:00:00,Suspicious Activity,7190700,Low,Open
A000375,C02827,B001,2024-02-22 0:00:00,CTR,1013696,Medium,Closed
A000376,C00619,B004,2025-10-11 0:00:00,IFTR,6564567,Medium,Under Review
A000377,C02189,B007,2024-07-26 0:00:00,IFTR,3443821,Medium,Open
A000378,C00410,B002,2024-12-31 0:00:00,Structuring,102215,Low,Closed
A000379,C01413,B005,2025-05-21 0:00:00,Structuring,9176563,Medium,Closed
A000380,C02637,B002,2025-04-18 0:00:00,Structuring,8121001,Low,Closed
A000381,C00555,B003,2023-04-25 0:00:00,IFTR,8122491,Medium,Under Review
A000382,C00766,B004,2025-10-24 0:00:00,CTR,692272,High,Open
A000383,C00987,B006,2025-09-09 0:00:00,Structuring,9341755,Medium,Open
A000384,C02968,B007,2024-03-18 0:00:00,CTR,6193537,Medium,Closed
A000385,C02715,B003,2024-01-07 0:00:00,Structuring,8484087,High,Closed
A000386,C00729,B008,2024-04-25 0:00:00,CTR,3870679,High,Closed
A000387,C00678,B008,2024-08-03 0:00:00,Suspicious Activity,2940025,High,Closed
A000388,C01093,B003,2023-08-23 0:00:00,CTR,2189179,Low,Open
A000389,C02874,B006,2023-10-19 0:00:00,IFTR,1297858,High,Open
A000390,C00265,B006,2023-10-23 0:00:00,Structuring,7229163,Medium,Open
A000391,C02423,B002,2023-01-18 0:00:00,Structuring,6773425,Low,Open
A000392,C02178,B002,2024-08-01 0:00:00,CTR,1668590,High,Under Review
A000393,C02219,B003,2023-07-22 0:00:00,IFTR,8832887,Low,Closed
A000394,C01333,B004,2025-04-24 0:00:00,IFTR,2297687,Low,Closed
A000395,C01780,B002,2023-01-19 0:00:00,Suspicious Activity,3889526,Low,Open
A000396,C02040,B003,2024-03-11 0:00:00,Suspicious Activity,5180163,Medium,Open
A000397,C02298,B001,2023-04-23 0:00:00,IFTR,6025663,Low,Under Review
A000398,C01860,B004,2024-03-17 0:00:00,Structuring,1484991,Low,Under Review
A000399,C01348,B007,2023-08-09 0:00:00,IFTR,6435081,Medium,Closed
A000400,C02382,B001,2024-11-02 0:00:00,CTR,4576911,Medium,Open
A000401,C02440,B005,2023-09-21 0:00:00,CTR,2408432,Medium,Under Review
A000402,C00488,B005,2024-06-22 0:00:00,CTR,1056986,High,Open
A000403,C02535,B006,2023-02-26 0:00:00,CTR,2046290,High,Closed
A000404,C02163,B006,2023-12-03 0:00:00,Suspicious Activity,5518187,High,Closed
A000405,C00896,B007,2024-08-15 0:00:00,Structuring,5914157,Medium,Under Review
A000406,C02202,B002,2024-12-04 0:00:00,CTR,7721094,High,Under Review
A000407,C00283,B004,2024-05-01 0:00:00,CTR,6529827,High,Open
A000408,C00745,B006,2024-11-01 0:00:00,CTR,2829157,Medium,Closed
A000409,C00141,B002,2023-10-22 0:00:00,Structuring,8633311,Low,Closed
A000410,C00938,B005,2024-12-31 0:00:00,IFTR,2809513,Medium,Closed
A000411,C01089,B005,2023-05-13 0:00:00,Suspicious Activity,2535439,Low,Under Review
A000412,C00813,B006,2023-08-07 0:00:00,Structuring,5543589,Low,Closed
A000413,C02013,B001,2024-04-01 0:00:00,Suspicious Activity,6994658,High,Under Review
A000414,C02289,B008,2023-08-28 0:00:00,CTR,2632494,Low,Under Review
A000415,C00835,B004,2023-10-23 0:00:00,CTR,7445406,Low,Under Review
A000416,C01225,B002,2023-02-04 0:00:00,IFTR,9501410,High,Open
A000417,C01351,B006,2023-07-01 0:00:00,Suspicious Activity,3254020,Low,Closed
A000418,C01581,B004,2024-01-03 0:00:00,IFTR,451080,High,Under Review
A000419,C02119,B006,2024-09-16 0:00:00,IFTR,5927864,High,Closed
A000420,C02382,B006,2024-09-10 0:00:00,Structuring,5618140,High,Closed
A000421,C02582,B004,2025-07-10 0:00:00,Structuring,2301591,Medium,Open
A000422,C00656,B002,2024-09-13 0:00:00,Structuring,195321,Medium,Closed
A000423,C02154,B006,2023-11-19 0:00:00,Suspicious Activity,1593191,Low,Closed
A000424,C00749,B005,2024-12-12 0:00:00,Suspicious Activity,3453776,Low,Open
A000425,C02705,B004,2023-04-24 0:00:00,CTR,409365,High,Under Review
A000426,C02139,B007,2024-08-24 0:00:00,Structuring,2565833,Medium,Under Review
A000427,C02355,B004,2025-08-23 0:00:00,IFTR,9586903,Medium,Under Review
A000428,C02349,B005,2025-04-22 0:00:00,Structuring,3137786,Medium,Closed
A000429,C01638,B002,2024-02-06 0:00:00,Structuring,4093032,Medium,Under Review
A000430,C01923,B005,2025-11-22 0:00:00,CTR,276432,Medium,Under Review
A000431,C00157,B008,2025-05-01 0:00:00,IFTR,3089834,Low,Closed
A000432,C01984,B006,2023-06-06 0:00:00,CTR,2806883,Medium,Closed
A000433,C00631,B003,2025-03-07 0:00:00,CTR,6167121,Medium,Under Review
A000434,C02420,B008,2024-01-12 0:00:00,Suspicious Activity,8608460,Low,Open
A000435,C02361,B005,2023-12-09 0:00:00,IFTR,1917260,Low,Closed
A000436,C01492,B004,2024-07-06 0:00:00,Structuring,5934618,Low,Open
A000437,C00584,B004,2024-05-01 0:00:00,Structuring,7063433,Low,Under Review
A000438,C00587,B006,2025-02-15 0:00:00,Structuring,5543699,High,Under Review
A000439,C00493,B003,2025-12-17 0:00:00,IFTR,797223,Low,Closed
A000440,C00392,B006,2025-05-24 0:00:00,Suspicious Activity,1743540,High,Open
A000441,C00058,B001,2023-07-13 0:00:00,CTR,379297,Low,Open
A000442,C00786,B004,2024-06-29 0:00:00,Structuring,1709823,High,Closed
A000443,C00913,B004,2024-03-01 0:00:00,CTR,9804612,High,Open
A000444,C02962,B006,2025-08-16 0:00:00,Structuring,2056272,Medium,Under Review
A000445,C00466,B007,2024-08-06 0:00:00,IFTR,7999282,High,Under Review
A000446,C00707,B001,2023-04-26 0:00:00,Suspicious Activity,6160095,High,Closed
A000447,C00470,B002,2024-04-24 0:00:00,IFTR,9153126,High,Open
A000448,C00111,B001,2024-03-11 0:00:00,CTR,8715295,High,Closed
A000449,C00010,B002,2023-11-22 0:00:00,CTR,2429086,Low,Under Review
A000450,C01689,B002,2025-11-01 0:00:00,Suspicious Activity,3978280,High,Closed
A000451,C02072,B006,2024-01-05 0:00:00,IFTR,8023825,Low,Closed
A000452,C00072,B006,2023-02-02 0:00:00,Suspicious Activity,7616725,Low,Under Review
A000453,C00739,B007,2024-09-29 0:00:00,Suspicious Activity,5443196,Medium,Closed
A000454,C00763,B001,2023-05-06 0:00:00,IFTR,8317027,High,Under Review
A000455,C02006,B004,2025-02-10 0:00:00,Structuring,7415839,Low,Under Review
A000456,C01502,B004,2024-05-14 0:00:00,Structuring,7993534,Medium,Under Review
A000457,C00632,B001,2023-08-26 0:00:00,Structuring,8383806,Low,Open
A000458,C01436,B002,2024-08-28 0:00:00,Structuring,7274037,Medium,Under Review
A000459,C00209,B001,2025-12-22 0:00:00,Suspicious Activity,2107004,Low,Open
A000460,C00281,B004,2023-04-01 0:00:00,IFTR,3066663,Medium,Under Review
A000461,C00630,B008,2023-08-10 0:00:00,CTR,8922503,Low,Open
A000462,C01626,B005,2025-01-07 0:00:00,Structuring,6668893,Medium,Closed
A000463,C00278,B004,2024-03-31 0:00:00,IFTR,9041630,High,Under Review
A000464,C00286,B002,2023-11-06 0:00:00,CTR,1834176,Low,Open
A000465,C00404,B002,2023-05-27 0:00:00,Structuring,3629787,High,Under Review
A000466,C02099,B003,2025-03-29 0:00:00,Structuring,109971,Medium,Closed
A000467,C02102,B005,2025-10-07 0:00:00,IFTR,9623776,High,Open
A000468,C00474,B001,2023-03-20 0:00:00,Structuring,4096968,Low,Closed
A000469,C02298,B008,2023-11-17 0:00:00,Suspicious Activity,1801562,High,Open
A000470,C00394,B003,2025-07-15 0:00:00,Structuring,7520187,High,Open
A000471,C02850,B001,2025-02-02 0:00:00,Structuring,2295453,Low,Open
A000472,C02249,B002,2025-05-02 0:00:00,IFTR,1880063,Low,Open
A000473,C01568,B004,2024-05-05 0:00:00,CTR,7387063,High,Open
A000474,C00821,B004,2023-12-03 0:00:00,Structuring,6565361,High,Under Review
A000475,C00641,B006,2023-05-13 0:00:00,Suspicious Activity,416271,Low,Under Review
A000476,C01117,B001,2024-02-11 0:00:00,Suspicious Activity,1140921,Low,Under Review
A000477,C01781,B007,2025-05-30 0:00:00,Structuring,794573,Medium,Under Review
A000478,C00785,B001,2023-08-08 0:00:00,Structuring,5553561,Medium,Open
A000479,C02092,B005,2023-02-05 0:00:00,CTR,6302043,Low,Under Review
A000480,C02322,B005,2025-02-02 0:00:00,CTR,8190341,High,Open
A000481,C00917,B004,2025-09-10 0:00:00,Suspicious Activity,9375132,Medium,Under Review
A000482,C01393,B004,2025-09-04 0:00:00,Suspicious Activity,3342776,High,Under Review
A000483,C00594,B007,2023-02-26 0:00:00,Suspicious Activity,795654,Low,Closed
A000484,C01759,B006,2023-10-02 0:00:00,Structuring,7890362,Low,Closed
A000485,C02931,B002,2024-08-02 0:00:00,Structuring,1517698,Medium,Closed
A000486,C00079,B007,2024-04-05 0:00:00,Suspicious Activity,2212143,Low,Closed
A000487,C02908,B005,2023-03-05 0:00:00,IFTR,1317762,Medium,Under Review
A000488,C02287,B001,2025-09-10 0:00:00,IFTR,2438891,Medium,Closed
A000489,C01283,B008,2023-11-04 0:00:00,Suspicious Activity,8231983,Low,Closed
A000490,C00659,B007,2023-08-23 0:00:00,CTR,5471569,Low,Under Review
A000491,C02667,B006,2023-01-14 0:00:00,Suspicious Activity,6540685,High,Open
A000492,C01096,B007,2025-06-23 0:00:00,CTR,7447178,Medium,Closed
A000493,C01150,B007,2024-11-28 0:00:00,Suspicious Activity,4982990,Low,Under Review
A000494,C00464,B008,2024-01-17 0:00:00,CTR,5368155,Low,Open
A000495,C00699,B004,2025-01-02 0:00:00,Structuring,9095483,High,Under Review
A000496,C00757,B008,2025-06-10 0:00:00,IFTR,5154800,High,Under Review
A000497,C02111,B004,2023-11-19 0:00:00,CTR,8219292,High,Under Review
A000498,C01885,B005,2023-04-03 0:00:00,CTR,2502748,Low,Under Review
A000499,C02993,B004,2024-02-05 0:00:00,Structuring,682113,Medium,Closed
A000500,C00054,B001,2024-08-21 0:00:00,Suspicious Activity,9622452,Low,Under Review
A000501,C00663,B008,2025-04-03 0:00:00,CTR,2232488,High,Closed
A000502,C00442,B003,2025-12-12 0:00:00,Structuring,9275092,Low,Closed
A000503,C00965,B004,2024-01-29 0:00:00,Suspicious Activity,1755181,Low,Closed
A000504,C00025,B007,2025-01-23 0:00:00,IFTR,831503,Low,Open
A000505,C00644,B007,2024-02-12 0:00:00,Structuring,3169953,Medium,Closed
A000506,C00098,B007,2023-08-21 0:00:00,Suspicious Activity,2994089,Medium,Open
A000507,C00652,B002,2024-09-18 0:00:00,Suspicious Activity,2767479,Low,Under Review
A000508,C00335,B002,2023-09-07 0:00:00,IFTR,9263834,Low,Open
A000509,C00226,B008,2025-12-07 0:00:00,IFTR,9021223,Low,Closed
A000510,C00826,B004,2023-09-10 0:00:00,Structuring,5263995,Low,Open
A000511,C01104,B008,2024-12-31 0:00:00,Suspicious Activity,3722674,Low,Closed
A000512,C01953,B001,2023-08-29 0:00:00,Suspicious Activity,5796112,High,Under Review
A000513,C02996,B006,2024-06-06 0:00:00,Suspicious Activity,9501970,Low,Closed
A000514,C00678,B004,2024-10-09 0:00:00,IFTR,1225284,High,Under Review
A000515,C02023,B002,2024-11-07 0:00:00,Suspicious Activity,4513309,Medium,Under Review
A000516,C00975,B004,2023-02-03 0:00:00,CTR,7686565,High,Closed
A000517,C01333,B006,2024-03-28 0:00:00,CTR,6931978,Low,Under Review
A000518,C02434,B008,2025-06-08 0:00:00,CTR,8998476,Medium,Closed
A000519,C00531,B001,2023-03-28 0:00:00,Structuring,2169545,High,Closed
A000520,C02165,B006,2023-06-21 0:00:00,CTR,9634669,High,Under Review
A000521,C02841,B003,2024-02-06 0:00:00,Suspicious Activity,278914,Medium,Closed
A000522,C00355,B004,2025-04-08 0:00:00,Structuring,7851891,Low,Under Review
A000523,C02913,B002,2025-01-25 0:00:00,Structuring,7575220,High,Closed
A000524,C02283,B005,2023-03-20 0:00:00,IFTR,5759371,High,Closed
A000525,C00027,B001,2023-12-10 0:00:00,Structuring,365336,Low,Under Review
A000526,C02499,B006,2023-06-25 0:00:00,CTR,746677,Medium,Under Review
A000527,C01736,B002,2023-01-13 0:00:00,CTR,5223282,Low,Under Review
A000528,C00783,B008,2025-08-13 0:00:00,IFTR,2019096,Medium,Under Review
A000529,C02663,B001,2023-12-14 0:00:00,IFTR,6339594,Medium,Open
A000530,C00646,B002,2023-12-14 0:00:00,Suspicious Activity,5724331,Low,Under Review
A000531,C00863,B005,2023-01-22 0:00:00,Suspicious Activity,3725324,Medium,Under Review
A000532,C00572,B004,2025-02-10 0:00:00,IFTR,2158452,Low,Closed
A000533,C01647,B008,2025-01-02 0:00:00,Structuring,6597948,Low,Closed
A000534,C00166,B001,2024-02-05 0:00:00,CTR,3938538,Low,Under Review
A000535,C02980,B008,2024-03-28 0:00:00,IFTR,1120082,Low,Closed
A000536,C00757,B002,2023-06-06 0:00:00,CTR,9931586,Low,Under Review
A000537,C02723,B001,2023-12-28 0:00:00,IFTR,3891937,Low,Open
A000538,C00105,B002,2024-10-01 0:00:00,IFTR,1183894,Medium,Under Review
A000539,C02564,B002,2025-06-13 0:00:00,IFTR,4713892,Medium,Closed
A000540,C00555,B004,2025-02-03 0:00:00,CTR,8597601,Low,Closed
A000541,C02722,B008,2023-08-10 0:00:00,CTR,7088968,Low,Closed
A000542,C00906,B003,2024-12-18 0:00:00,Structuring,7481342,Low,Under Review
A000543,C00579,B002,2024-03-31 0:00:00,CTR,6708902,High,Closed
A000544,C01455,B008,2024-12-09 0:00:00,Structuring,4291677,High,Under Review
A000545,C00093,B004,2024-01-27 0:00:00,Suspicious Activity,4826832,Low,Under Review
A000546,C01515,B001,2025-07-21 0:00:00,Suspicious Activity,323229,Medium,Under Review
A000547,C02578,B002,2025-09-28 0:00:00,IFTR,1059527,Low,Under Review
A000548,C02179,B005,2025-12-14 0:00:00,IFTR,8295836,Medium,Under Review
A000549,C01250,B004,2025-03-01 0:00:00,CTR,2101547,Low,Closed
A000550,C01724,B006,2024-02-08 0:00:00,IFTR,3243061,Low,Under Review
A000551,C02943,B002,2024-06-30 0:00:00,CTR,3651771,Low,Under Review
A000552,C00268,B001,2025-06-06 0:00:00,IFTR,1145882,Medium,Open
A000553,C02016,B007,2023-04-21 0:00:00,Suspicious Activity,439608,Medium,Open
A000554,C01709,B004,2025-04-01 0:00:00,IFTR,7312686,Medium,Closed
A000555,C00695,B006,2025-04-29 0:00:00,IFTR,3399829,Low,Open
A000556,C00964,B008,2024-12-20 0:00:00,IFTR,5130290,Low,Under Review
A000557,C02616,B002,2024-04-18 0:00:00,Structuring,4422208,Low,Open
A000558,C02254,B007,2024-06-07 0:00:00,IFTR,8758161,High,Closed
A000559,C01611,B007,2023-06-18 0:00:00,Structuring,6771877,Low,Closed
A000560,C02545,B005,2024-01-25 0:00:00,IFTR,2963247,High,Closed
A000561,C01683,B007,2024-10-20 0:00:00,Structuring,1856923,Low,Under Review
A000562,C01347,B001,2023-02-13 0:00:00,Structuring,6338332,Medium,Closed
A000563,C01257,B006,2025-11-20 0:00:00,CTR,850390,High,Under Review
A000564,C00059,B006,2024-06-07 0:00:00,Suspicious Activity,7551246,High,Closed
A000565,C01255,B007,2024-10-31 0:00:00,IFTR,2692236,High,Open
A000566,C02921,B001,2024-08-28 0:00:00,IFTR,3504045,Low,Closed
A000567,C00194,B001,2025-11-20 0:00:00,Structuring,3242471,Medium,Open
A000568,C01537,B003,2024-01-04 0:00:00,Suspicious Activity,6467093,Medium,Open
A000569,C02182,B003,2025-11-25 0:00:00,Structuring,5988050,High,Closed
A000570,C00345,B008,2024-12-31 0:00:00,CTR,2836896,High,Open
A000571,C02921,B004,2023-09-22 0:00:00,CTR,5571754,Medium,Closed
A000572,C00924,B006,2025-12-30 0:00:00,Structuring,6229663,Low,Under Review
A000573,C01636,B001,2024-08-30 0:00:00,CTR,114176,High,Closed
A000574,C01058,B006,2024-02-11 0:00:00,Suspicious Activity,5448022,High,Open
A000575,C00594,B005,2025-05-20 0:00:00,IFTR,5516646,Low,Open
A000576,C00544,B008,2024-06-28 0:00:00,CTR,897481,Medium,Closed
A000577,C01879,B006,2025-07-20 0:00:00,CTR,5469550,High,Open
A000578,C02413,B001,2024-05-29 0:00:00,CTR,1106284,Low,Under Review
A000579,C00181,B004,2024-05-30 0:00:00,Structuring,7402111,Medium,Open
A000580,C00564,B005,2025-11-29 0:00:00,Suspicious Activity,4571030,Medium,Under Review
A000581,C00506,B006,2025-11-30 0:00:00,CTR,5626771,High,Open
A000582,C00163,B003,2024-04-10 0:00:00,Structuring,3405957,High,Under Review
A000583,C00530,B002,2023-08-12 0:00:00,Structuring,8938359,Low,Closed
A000584,C01299,B006,2024-05-21 0:00:00,Structuring,8738229,Medium,Closed
A000585,C01714,B005,2025-02-24 0:00:00,CTR,7791677,High,Closed
A000586,C02446,B001,2023-09-12 0:00:00,IFTR,2679614,High,Open
A000587,C00362,B004,2025-12-28 0:00:00,IFTR,2787099,High,Under Review
A000588,C02549,B003,2025-02-24 0:00:00,CTR,2019471,High,Closed
A000589,C02865,B007,2024-03-18 0:00:00,IFTR,5191124,High,Under Review
A000590,C00211,B003,2023-01-27 0:00:00,Structuring,8070345,Low,Under Review
A000591,C01610,B007,2023-09-04 0:00:00,IFTR,8614545,High,Under Review
A000592,C00282,B002,2025-11-20 0:00:00,Suspicious Activity,3636168,Low,Under Review
A000593,C01723,B001,2024-12-19 0:00:00,Suspicious Activity,1841951,High,Under Review
A000594,C02707,B004,2024-09-10 0:00:00,CTR,811111,Low,Closed
A000595,C02384,B006,2024-08-29 0:00:00,Suspicious Activity,5229413,High,Closed
A000596,C00202,B004,2023-12-03 0:00:00,Structuring,7334317,Low,Under Review
A000597,C01441,B007,2025-06-26 0:00:00,Suspicious Activity,7473698,Medium,Under Review
A000598,C01085,B005,2023-07-17 0:00:00,Structuring,7624624,High,Open
A000599,C01475,B004,2023-05-13 0:00:00,CTR,4942559,High,Open
A000600,C02402,B008,2024-10-06 0:00:00,Structuring,9722421,Medium,Open
A000601,C02641,B002,2023-08-20 0:00:00,Structuring,4163179,Low,Open
A000602,C00372,B004,2023-08-04 0:00:00,Structuring,837565,High,Under Review
A000603,C01145,B001,2025-08-12 0:00:00,Suspicious Activity,1893699,Medium,Closed
A000604,C00475,B002,2023-01-05 0:00:00,IFTR,5043479,High,Closed
A000605,C01627,B006,2023-01-21 0:00:00,Structuring,8073241,Low,Open
A000606,C01153,B007,2025-09-28 0:00:00,Structuring,1040980,Low,Closed
A000607,C00010,B002,2024-05-03 0:00:00,CTR,8949833,High,Closed
A000608,C01906,B004,2025-07-08 0:00:00,Structuring,7186512,Low,Under Review
A000609,C00745,B005,2025-12-10 0:00:00,Structuring,53861,Medium,Open
A000610,C01019,B008,2023-06-04 0:00:00,CTR,9253813,High,Closed
A000611,C01252,B001,2024-11-14 0:00:00,Structuring,3222834,High,Under Review
A000612,C00724,B007,2024-04-30 0:00:00,Structuring,5614623,High,Open
A000613,C02227,B003,2024-03-03 0:00:00,Suspicious Activity,751862,High,Under Review
A000614,C02537,B007,2023-02-01 0:00:00,CTR,7033678,High,Open
A000615,C02182,B004,2025-04-05 0:00:00,Suspicious Activity,2465982,High,Under Review
A000616,C01204,B008,2025-12-06 0:00:00,Structuring,2178046,Medium,Open
A000617,C01739,B004,2025-06-27 0:00:00,IFTR,5858381,Medium,Under Review
A000618,C01453,B004,2024-01-27 0:00:00,Suspicious Activity,6897872,Medium,Closed
A000619,C01634,B006,2024-09-08 0:00:00,CTR,9509250,Medium,Closed
A000620,C01484,B008,2024-12-25 0:00:00,IFTR,677477,Low,Closed
A000621,C02092,B007,2024-04-09 0:00:00,CTR,9145468,High,Under Review
A000622,C02131,B007,2023-09-06 0:00:00,IFTR,2321031,Low,Under Review
A000623,C01934,B002,2025-10-31 0:00:00,CTR,5622084,Medium,Open
A000624,C01788,B003,2025-04-17 0:00:00,Suspicious Activity,6785090,Low,Under Review
A000625,C00175,B006,2023-12-13 0:00:00,IFTR,5768720,High,Open
A000626,C00408,B002,2025-10-03 0:00:00,CTR,6453610,Low,Open
A000627,C01806,B007,2023-03-15 0:00:00,Suspicious Activity,8807031,Low,Under Review
A000628,C02671,B002,2025-12-24 0:00:00,Suspicious Activity,5449428,Medium,Open
A000629,C01739,B007,2023-07-20 0:00:00,CTR,3499909,High,Under Review
A000630,C01003,B003,2023-03-10 0:00:00,Structuring,868277,High,Open
A000631,C00660,B002,2025-09-30 0:00:00,Structuring,5539849,High,Open
A000632,C02391,B007,2024-01-05 0:00:00,IFTR,2454836,High,Closed
A000633,C01680,B008,2025-09-10 0:00:00,IFTR,3057584,High,Open
A000634,C00713,B004,2025-06-18 0:00:00,CTR,6915883,Low,Open
A000635,C02767,B008,2023-02-21 0:00:00,Structuring,7264449,High,Open
A000636,C01189,B007,2024-08-22 0:00:00,CTR,3149081,High,Open
A000637,C01806,B005,2025-04-25 0:00:00,Suspicious Activity,466395,Medium,Open
A000638,C00302,B003,2023-03-25 0:00:00,IFTR,607540,Medium,Open
A000639,C00620,B005,2024-08-29 0:00:00,IFTR,9070965,Medium,Under Review
A000640,C02926,B002,2023-10-20 0:00:00,IFTR,1202211,Medium,Open
A000641,C00122,B005,2025-05-26 0:00:00,IFTR,4760210,Medium,Under Review
A000642,C00146,B005,2024-12-28 0:00:00,Structuring,2575894,Low,Open
A000643,C02115,B001,2025-02-02 0:00:00,IFTR,9452660,Low,Under Review
A000644,C01444,B003,2025-05-27 0:00:00,CTR,1663062,Medium,Open
A000645,C00661,B001,2024-05-04 0:00:00,CTR,5319908,Low,Open
A000646,C00818,B004,2023-02-27 0:00:00,Suspicious Activity,6781386,High,Open
A000647,C01636,B006,2025-10-27 0:00:00,Suspicious Activity,4248820,Low,Open
A000648,C01283,B001,2024-06-11 0:00:00,Structuring,4466915,Medium,Closed
A000649,C00566,B004,2024-03-23 0:00:00,Structuring,2587615,Medium,Open
A000650,C02676,B007,2023-05-09 0:00:00,Suspicious Activity,1177999,High,Closed
A000651,C02075,B003,2023-03-13 0:00:00,Structuring,3045992,Low,Open
A000652,C02906,B004,2025-10-01 0:00:00,IFTR,8494435,Low,Open
A000653,C02851,B003,2024-02-01 0:00:00,IFTR,5078837,High,Closed
A000654,C01745,B003,2024-04-06 0:00:00,IFTR,306347,Medium,Closed
A000655,C01135,B003,2024-10-03 0:00:00,CTR,5049148,Low,Closed
A000656,C02561,B002,2024-05-28 0:00:00,IFTR,5696498,Medium,Closed
A000657,C02022,B008,2025-06-06 0:00:00,IFTR,4242851,Medium,Closed
A000658,C00651,B006,2023-01-30 0:00:00,Suspicious Activity,7297552,High,Open
A000659,C01773,B007,2024-09-19 0:00:00,IFTR,1235596,Medium,Under Review
A000660,C01867,B006,2024-02-10 0:00:00,CTR,4690652,Low,Closed
A000661,C01326,B006,2023-08-17 0:00:00,IFTR,1913524,High,Open
A000662,C00747,B007,2023-09-11 0:00:00,IFTR,3540407,Low,Open
A000663,C02276,B007,2025-10-02 0:00:00,IFTR,1365083,Medium,Under Review
A000664,C00119,B006,2023-09-28 0:00:00,Suspicious Activity,9688388,Medium,Closed
A000665,C02430,B003,2025-01-24 0:00:00,CTR,783703,Medium,Open
A000666,C01868,B006,2024-03-11 0:00:00,CTR,1026228,Medium,Closed
A000667,C01850,B006,2024-12-24 0:00:00,IFTR,9304585,Medium,Closed
A000668,C01367,B006,2024-04-14 0:00:00,Suspicious Activity,2182616,Low,Closed
A000669,C01281,B008,2024-10-24 0:00:00,Structuring,534066,Low,Under Review
A000670,C02562,B003,2025-04-13 0:00:00,Suspicious Activity,530349,High,Open
A000671,C01606,B003,2025-10-28 0:00:00,Structuring,5511885,High,Under Review
A000672,C02218,B005,2023-04-08 0:00:00,CTR,9531933,Low,Under Review
A000673,C00918,B002,2025-09-15 0:00:00,CTR,5862955,High,Open
A000674,C01425,B004,2024-12-11 0:00:00,CTR,6858713,High,Open
A000675,C02910,B004,2025-08-31 0:00:00,Structuring,3350543,Medium,Open
A000676,C00611,B004,2023-12-04 0:00:00,Structuring,3309200,Low,Open
A000677,C02244,B007,2023-05-03 0:00:00,Structuring,3618270,Low,Open
A000678,C02321,B007,2024-09-16 0:00:00,Suspicious Activity,8772866,High,Open
A000679,C02691,B004,2023-12-09 0:00:00,CTR,792233,Low,Under Review
A000680,C02853,B004,2025-02-06 0:00:00,CTR,236233,Medium,Open
A000681,C00727,B002,2023-07-17 0:00:00,Suspicious Activity,5448038,Low,Under Review
A000682,C01579,B004,2024-10-19 0:00:00,Structuring,8348010,High,Under Review
A000683,C00832,B004,2024-06-08 0:00:00,Structuring,4778389,High,Closed
A000684,C02465,B001,2023-07-19 0:00:00,Structuring,753684,Low,Under Review
A000685,C00680,B008,2025-12-09 0:00:00,CTR,9943550,Medium,Closed
A000686,C01507,B006,2023-04-13 0:00:00,Suspicious Activity,6874458,High,Under Review
